,GEOID10,excelCountyName,excelVTDId
2606,37031MARS,Carteret,MARS
2607,37031NPT1,Carteret,NPT1
2608,37031NPT2,Carteret,NPT2
2609,37031HAIS,Carteret,HAIS
2610,37031IBSP,Carteret,IBSP
2611,37031MHD4,Carteret,MHD4
2612,37031OTST,Carteret,OTST
2613,37031BFT1,Carteret,BFT1
2614,37031CCCP,Carteret,CCCP
2615,37031PELE,Carteret,PELE
2616,37031BFT2,Carteret,BFT2
2617,37031MHD1,Carteret,MHD1
2618,37031WILD,Carteret,WILD
2619,37031BOGU,Carteret,BOGU
2620,37031MCRK,Carteret,MCRK
2621,37031MHD2,Carteret,MHD2
2622,37031ABCH,Carteret,ABCH
2623,37031BCRK,Carteret,BCRK
2624,37031EMIS,Carteret,EMIS
2625,37031SMYR,Carteret,SMYR
2626,37031CDIS,Carteret,CDIS
2627,37031SLVL,Carteret,SLVL
2628,37031STAC,Carteret,STAC
2629,37031BETT,Carteret,BETT
2630,37031HARL,Carteret,HARL
2631,37031WIRE,Carteret,WIRE
2632,37031MHD3,Carteret,MHD3
2633,37031PKNL,Carteret,PKNL
2634,37031DAVI,Carteret,DAVI
2635,37031NRIV,Carteret,NRIV
2636,37031STEL,Carteret,STEL
2637,37031MERR,Carteret,MERR
2638,37031ATLN,Carteret,ATLN
2639,37031WILL,Carteret,WILL
2640,37051CC34,Cumberland,CC34
2641,37051CC18,Cumberland,CC18
2642,37051CU02,Cumberland,CU02
2643,37051G4,Cumberland,G4
2644,37051G8,Cumberland,G8
2645,37051CC06,Cumberland,CC06
2646,37051CC13,Cumberland,CC13
2647,37051CC16,Cumberland,CC16
2648,37051CC12,Cumberland,CC12
2649,37051CC15,Cumberland,CC15
2650,37051CC10,Cumberland,CC10
2651,37051CC07,Cumberland,CC07
2652,37051CC08,Cumberland,CC08
2653,37051CC04,Cumberland,CC04
2654,37051CC05,Cumberland,CC05
2655,37051CC19,Cumberland,CC19
2656,37051G9,Cumberland,G9
2657,37051G6,Cumberland,G6
2658,37051AL51,Cumberland,AL51
2659,37051AH49,Cumberland,AH49
2660,37051G10,Cumberland,G10
2661,37051EO61-1,Cumberland,EO61-1
2662,37051EO61-2,Cumberland,EO61-2
2663,37051CC31,Cumberland,CC31
2664,37051G2,Cumberland,G2
2665,37051CL57,Cumberland,CL57
2666,37051CC01,Cumberland,CC01
2667,37051CC17,Cumberland,CC17
2668,37051CC26,Cumberland,CC26
2669,37051G11,Cumberland,G11
2670,37051LI65,Cumberland,LI65
2671,37051CC27,Cumberland,CC27
2672,37051G3,Cumberland,G3
2673,37051MR02,Cumberland,MR02
2674,37051SH77,Cumberland,SH77
2675,37051G1,Cumberland,G1
2676,37051CC14,Cumberland,CC14
2677,37051CC21,Cumberland,CC21
2678,37051G7,Cumberland,G7
2679,37051CC25,Cumberland,CC25
2680,37051CC03,Cumberland,CC03
2681,37051CC33,Cumberland,CC33
2682,37051CC32,Cumberland,CC32
2683,37051LR63,Cumberland,LR63
2684,37051MB62,Cumberland,MB62
2685,37051CC24,Cumberland,CC24
2686,37051CC29,Cumberland,CC29
2687,37051G5,Cumberland,G5
2688,37173ALARKA,Swain,ALARKA
2689,37173BC2,Swain,BC2
2690,37173BC1,Swain,BC1
2691,37173WHCH,Swain,WHCH
