,GEOID10,excelCountyName,excelVTDId
279,3704915,Craven,15
280,3704913,Craven,13
281,3704914,Craven,14
282,37049N4,Craven,N4
283,3704907,Craven,07
284,37049N2,Craven,N2
285,3704905,Craven,05
286,3704920,Craven,20
287,3704903,Craven,03
288,3704906,Craven,06
289,3704923,Craven,23
290,3704904,Craven,04
291,3704908,Craven,08
292,37049N1,Craven,N1
293,37049N3,Craven,N3
294,3704917,Craven,17
295,37049N5,Craven,N5
296,3704919,Craven,19
297,3704922,Craven,22
298,3704911,Craven,11
299,37049N6,Craven,N6
300,3704916,Craven,16
301,3704918,Craven,18
302,37075TAPO,Graham,TAPO
303,37075STEC,Graham,STEC
304,37075WEST,Graham,WEST
305,37075EAST,Graham,EAST
306,3706350,Durham,50
307,3706313,Durham,13
308,3706322,Durham,22
309,3706353-2,Durham,53-2
310,3706339,Durham,39
311,3706343,Durham,43
312,3706324,Durham,24
313,3706346,Durham,46
314,3706306,Durham,06
315,3717120,Surry,20
316,3717122,Surry,22
317,3717119,Surry,19
318,3717107,Surry,07
319,3717126,Surry,26
320,3717133,Surry,33
321,3717101,Surry,01
322,3717116,Surry,16
323,3717123,Surry,23
324,3717124,Surry,24
325,3717111,Surry,11
326,3717106,Surry,06
327,3717103,Surry,03
328,3717127,Surry,27
329,3717112,Surry,12
330,3717128,Surry,28
331,3706319,Durham,19
332,3706344,Durham,44
333,3706323,Durham,23
334,3706317,Durham,17
335,3706337,Durham,37
336,3706338,Durham,38
337,3717105,Surry,05
338,3717118,Surry,18
339,3717109,Surry,09
340,3706345,Durham,45
341,3706325,Durham,25
342,3706307,Durham,07
343,3706308,Durham,08
344,3706330-2,Durham,30-2
345,3706332,Durham,32
346,3706329,Durham,29
347,3706305,Durham,05
348,3706326,Durham,26
349,3706302,Durham,02
350,3706348,Durham,48
351,3706352,Durham,52
352,3706318,Durham,18
353,3706335,Durham,35
354,3706347,Durham,47
355,3706333,Durham,33
356,37085PR20,Harnett,PR20
357,37085PR24,Harnett,PR24
358,37085PR23,Harnett,PR23
359,37085PR25,Harnett,PR25
360,37085PR29,Harnett,PR29
361,37085PR01,Harnett,PR01
362,37085PR08,Harnett,PR08
363,37085PR26,Harnett,PR26
364,37085PR17,Harnett,PR17
365,37085PR16,Harnett,PR16
366,37085PR27,Harnett,PR27
367,37085PR07,Harnett,PR07
368,37085PR28,Harnett,PR28
369,3706353-1,Durham,53-1
370,3706330-1,Durham,30-1
371,3706331,Durham,31
372,3706351,Durham,51
373,3706327,Durham,27
374,3706340,Durham,40
375,3706354,Durham,54
376,3706316,Durham,16
377,3706312,Durham,12
378,3706342,Durham,42
379,3706341,Durham,41
380,3706355,Durham,55
381,3706314,Durham,14
382,3706315,Durham,15
383,3706301,Durham,01
384,3706320,Durham,20
385,3706321,Durham,21
386,3706310,Durham,10
387,3706304,Durham,04
388,3706303,Durham,03
389,3717110,Surry,10
390,3717117,Surry,17
391,3717104,Surry,04
392,3717108,Surry,08
393,3717125,Surry,25
394,3706309,Durham,09
395,3706334,Durham,34
396,3706328,Durham,28
397,3706336,Durham,36
398,3717113,Surry,13
399,3717102,Surry,02
400,3717114,Surry,14
401,3717121,Surry,21
402,3717115,Surry,15
403,371270002,Nash,0002
404,371270032,Nash,0032
405,371270034,Nash,0034
406,371270011,Nash,0011
407,371270006,Nash,0006
408,371270001,Nash,0001
409,3703521,Catawba,21
410,3703520,Catawba,20
411,3703522,Catawba,22
412,3703506,Catawba,06
413,3703517,Catawba,17
414,3703526,Catawba,26
415,3703519,Catawba,19
416,3703507,Catawba,07
417,3703515,Catawba,15
418,3703533,Catawba,33
419,3703529,Catawba,29
420,3703535,Catawba,35
421,3703537,Catawba,37
422,3703532,Catawba,32
423,3703527,Catawba,27
424,3703523,Catawba,23
425,37047P21,Columbus,P21
426,37047P17,Columbus,P17
427,37047P16,Columbus,P16
428,37047P01,Columbus,P01
429,37047P06,Columbus,P06
430,37047P08,Columbus,P08
431,37047P24,Columbus,P24
432,37047P26,Columbus,P26
433,3703539,Catawba,39
434,3703503,Catawba,03
435,3703524,Catawba,24
436,3703538,Catawba,38
437,3703516,Catawba,16
438,3703502,Catawba,02
439,3703525,Catawba,25
440,3703540,Catawba,40
441,3703534,Catawba,34
442,3703508,Catawba,08
443,3703513,Catawba,13
444,3703528,Catawba,28
445,3703541,Catawba,41
446,37047P19,Columbus,P19
447,37047P11,Columbus,P11
448,37047P13,Columbus,P13
449,37047P05,Columbus,P05
450,37047P10,Columbus,P10
451,3703512,Catawba,12
452,3703501,Catawba,01
453,3703510,Catawba,10
454,37047P04,Columbus,P04
455,37047P03,Columbus,P03
456,37047P15,Columbus,P15
457,3703514,Catawba,14
458,3703531,Catawba,31
459,3703504,Catawba,04
460,3703509,Catawba,09
461,3703536,Catawba,36
462,3703511,Catawba,11
463,37047P09,Columbus,P09
464,37047P20,Columbus,P20
465,37047P22,Columbus,P22
466,37047P07,Columbus,P07
467,37047P18,Columbus,P18
468,37047P23,Columbus,P23
469,37047P14,Columbus,P14
470,37047P25,Columbus,P25
471,37047P02,Columbus,P02
472,37047P12,Columbus,P12
473,3703530,Catawba,30
474,3703505,Catawba,05
475,371374VM,Pamlico,4VM
476,371375AP,Pamlico,5AP
477,37061BEUL,Duplin,BEUL
478,37061HALL,Duplin,HALL
479,37061CHAR,Duplin,CHAR
480,37061CFRK,Duplin,CFRK
481,37061KENA,Duplin,KENA
482,37061ROCK,Duplin,ROCK
483,37061CYRK,Duplin,CYRK
484,371270041,Nash,0041
485,371270007,Nash,0007
486,37061FAIS,Duplin,FAIS
487,37061WARS,Duplin,WARS
488,37061WALL,Duplin,WALL
489,371372OT,Pamlico,2OT
490,371374HB,Pamlico,4HB
491,371371RB,Pamlico,1RB
492,371371AL,Pamlico,1AL
493,371373BY,Pamlico,3BY
494,371372SW,Pamlico,2SW
495,37061CHIN,Duplin,CHIN
496,37061MAGN,Duplin,MAGN
497,37061ALBE,Duplin,ALBE
498,371270022,Nash,0022
499,37061LOCK,Duplin,LOCK
500,37061CALY,Duplin,CALY
501,37061ROSE,Duplin,ROSE
502,371270021,Nash,0021
503,37061SMCA,Duplin,SMCA
504,37061GLIS,Duplin,GLIS
505,37061WOLF,Duplin,WOLF
506,371270005,Nash,0005
507,371270039,Nash,0039
508,371270026,Nash,0026
509,371270036,Nash,0036
510,371270003,Nash,0003
511,371270031,Nash,0031
512,371270038,Nash,0038
513,371270015,Nash,0015
514,371270035,Nash,0035
515,371270040,Nash,0040
516,371270025,Nash,0025
517,371270012,Nash,0012
518,371270004,Nash,0004
519,371270008,Nash,0008
520,371270033,Nash,0033
521,371270037,Nash,0037
522,37123ELD,Montgomery,ELD
523,37123OPH,Montgomery,OPH
524,37123UWH,Montgomery,UWH
525,37123WAD,Montgomery,WAD
526,37089BC,Henderson,BC
527,37089CC,Henderson,CC
528,37123LIT,Montgomery,LIT
529,37123T2,Montgomery,T2
530,37123MTG,Montgomery,MTG
531,37123STA,Montgomery,STA
532,37123BIS,Montgomery,BIS
533,37123PEE,Montgomery,PEE
534,37123T1,Montgomery,T1
535,37123CHE,Montgomery,CHE
536,37123CAN,Montgomery,CAN
537,37123ROC,Montgomery,ROC
538,37089AT,Henderson,AT
539,37089HC,Henderson,HC
540,37089SW,Henderson,SW
541,37089NE,Henderson,NE
542,37089NB,Henderson,NB
543,37089HV-2,Henderson,HV-2
544,37089MG,Henderson,MG
545,37089GM,Henderson,GM
546,37089EF,Henderson,EF
547,37089RR,Henderson,RR
548,37089AR,Henderson,AR
549,37089LP,Henderson,LP
550,37089PV,Henderson,PV
551,37089ES,Henderson,ES
552,37089HS,Henderson,HS
553,37089NW,Henderson,NW
554,37089LJ,Henderson,LJ
555,37089CB,Henderson,CB
556,37089SM,Henderson,SM
557,37089FR,Henderson,FR
558,37089EV,Henderson,EV
559,370411,Chowan,1
560,370413,Chowan,3
561,370416,Chowan,6
562,370412,Chowan,2
563,370414,Chowan,4
564,370415,Chowan,5
565,37089NM,Henderson,NM
566,37089PR,Henderson,PR
567,37089GR,Henderson,GR
568,37089BK,Henderson,BK
569,37089HV-1,Henderson,HV-1
570,37007POLK,Anson,POLK
571,37007GULL,Anson,GULL
572,37007ANS,Anson,ANS
573,37007BURN,Anson,BURN
574,37007MM,Anson,MM
575,37007W3,Anson,W3
576,37007W2,Anson,W2
577,37007W1,Anson,W1
578,37007LILE,Anson,LILE
579,37007WS,Anson,WS
580,37007PEAC,Anson,PEAC
581,37089SE,Henderson,SE
582,37089RG,Henderson,RG
583,37089SB,Henderson,SB
584,37089ED,Henderson,ED
585,37089FL,Henderson,FL
586,37089HV-3,Henderson,HV-3
587,371471507B,Pitt,1507B
588,371470200A,Pitt,0200A
589,371471403A,Pitt,1403A
590,371471001,Pitt,1001
591,371470200B,Pitt,0200B
592,371470301,Pitt,0301
593,371471504,Pitt,1504
594,371471403B,Pitt,1403B
595,371471501,Pitt,1501
596,371470601,Pitt,0601
597,371470800A,Pitt,0800A
598,371471511B,Pitt,1511B
599,371470701,Pitt,0701
600,371471503,Pitt,1503
601,371470101,Pitt,0101
602,371471505B,Pitt,1505B
603,37039HOTH,Cherokee,HOTH
604,37039HIWA,Cherokee,HIWA
605,37039BEAV,Cherokee,BEAV
606,37039HANG,Cherokee,HANG
607,37039NOTL,Cherokee,NOTL
608,37039BELL,Cherokee,BELL
609,37039MURS,Cherokee,MURS
610,37039PCHT,Cherokee,PCHT
611,37039ANSW,Cherokee,ANSW
612,37039ANNW,Cherokee,ANNW
613,37039MURN,Cherokee,MURN
614,37039MARB,Cherokee,MARB
615,37039TOPT,Cherokee,TOPT
616,37039BRAS,Cherokee,BRAS
617,371471508A,Pitt,1508A
618,371471506,Pitt,1506
619,371471505A,Pitt,1505A
620,371471510B,Pitt,1510B
621,371471402A,Pitt,1402A
622,371471510A,Pitt,1510A
623,371471301,Pitt,1301
624,371471102A,Pitt,1102A
625,371471511A,Pitt,1511A
626,371471509,Pitt,1509
627,371471101,Pitt,1101
628,371470501,Pitt,0501
629,371470401,Pitt,0401
630,371470901,Pitt,0901
631,371470800B,Pitt,0800B
632,371471201,Pitt,1201
633,371471512B,Pitt,1512B
634,371471102B,Pitt,1102B
635,371471512A,Pitt,1512A
636,371471508B,Pitt,1508B
637,371471507,Pitt,1507
638,371471402B,Pitt,1402B
639,37175SW,Transylvania,SW
640,37175BD,Transylvania,BD
641,37175GL,Transylvania,GL
642,37175PF,Transylvania,PF
643,37175RE,Transylvania,RE
644,37175CC,Transylvania,CC
645,37175B3,Transylvania,B3
646,37175B2,Transylvania,B2
647,37175LR,Transylvania,LR
648,37175B4,Transylvania,B4
649,37175WC,Transylvania,WC
650,37175B1,Transylvania,B1
651,37175DR,Transylvania,DR
652,37175CM,Transylvania,CM
653,37175BG,Transylvania,BG
654,37175LT,Transylvania,LT
655,37175QB,Transylvania,QB
656,37175EF,Transylvania,EF
657,37129H03,New Hanover,H03
658,37129W16,New Hanover,W16
659,37141SH12,Pender,SH12
660,37141LT18,Pender,LT18
661,37109OG10,Lincoln,OG10
662,37109HG17,Lincoln,HG17
663,37109PC22,Lincoln,PC22
664,37109DW28,Lincoln,DW28
665,37109DN29,Lincoln,DN29
666,37109OB21,Lincoln,OB21
667,37109IS23,Lincoln,IS23
668,37109TE27,Lincoln,TE27
669,37109CF19,Lincoln,CF19
670,3719123,Wayne,23
671,3719117,Wayne,17
672,3719126,Wayne,26
673,3719115,Wayne,15
674,3719127,Wayne,27
675,3719111,Wayne,11
676,3719128,Wayne,28
677,3719108,Wayne,08
678,3719103,Wayne,03
679,3719109,Wayne,09
680,37109LW18,Lincoln,LW18
681,37109IS20,Lincoln,IS20
682,37109LW31,Lincoln,LW31
683,37109NB03,Lincoln,NB03
684,37109WP32,Lincoln,WP32
685,37109DV08,Lincoln,DV08
686,37109LM16,Lincoln,LM16
687,37109TR30,Lincoln,TR30
688,37109NB09,Lincoln,NB09
689,37109LN11,Lincoln,LN11
690,37109HV07,Lincoln,HV07
691,37109LS12,Lincoln,LS12
692,37109LI14,Lincoln,LI14
693,37109LS15,Lincoln,LS15
694,37109SL24,Lincoln,SL24
695,37109BC13,Lincoln,BC13
696,37109CR06,Lincoln,CR06
697,3719110,Wayne,10
698,3719114,Wayne,14
699,3719104,Wayne,04
700,3719102,Wayne,02
701,3719119,Wayne,19
702,3719101,Wayne,01
703,3719107,Wayne,07
704,3719116,Wayne,16
705,3719105,Wayne,05
706,3719124,Wayne,24
707,3719106,Wayne,06
708,3719122,Wayne,22
709,3719125,Wayne,25
710,3719121,Wayne,21
711,3719120,Wayne,20
712,3719118,Wayne,18
713,3719112,Wayne,12
714,37109BS26,Lincoln,BS26
715,37109AS25,Lincoln,AS25
716,371391-B,Pasquotank,1-B
717,37139SAL,Pasquotank,SAL
718,3719113,Wayne,13
719,3719129,Wayne,29
720,3719130,Wayne,30
721,371394-B,Pasquotank,4-B
722,371392-A,Pasquotank,2-A
723,37139NIX,Pasquotank,NIX
724,37139MH,Pasquotank,MH
725,37139NEW,Pasquotank,NEW
726,371394-A,Pasquotank,4-A
727,371393-B,Pasquotank,3-B
728,371393-A,Pasquotank,3-A
729,371391-A,Pasquotank,1-A
730,371392-B,Pasquotank,2-B
731,37139PRO,Pasquotank,PRO
732,37193107,Wilkes,107
733,37193125,Wilkes,125
734,37193124,Wilkes,124
735,37193119,Wilkes,119
736,37193127,Wilkes,127
737,37129CF02,New Hanover,CF02
738,37129FP03,New Hanover,FP03
739,37129FP02,New Hanover,FP02
740,37129CF01,New Hanover,CF01
741,37129W30,New Hanover,W30
742,37129M03,New Hanover,M03
743,37129H07,New Hanover,H07
744,37129H09,New Hanover,H09
745,37193123,Wilkes,123
746,37193105,Wilkes,105
747,37193106,Wilkes,106
748,37193118,Wilkes,118
749,37193108,Wilkes,108
750,37193128,Wilkes,128
751,37193126,Wilkes,126
752,37193117,Wilkes,117
753,37193101,Wilkes,101
754,37193122,Wilkes,122
755,37193114,Wilkes,114
756,37193110,Wilkes,110
757,37193113,Wilkes,113
758,37193111,Wilkes,111
759,37193120,Wilkes,120
760,37193115A,Wilkes,115A
761,37193121,Wilkes,121
762,37193102,Wilkes,102
763,37193112,Wilkes,112
764,37193129,Wilkes,129
765,37193104,Wilkes,104
766,37129WB,New Hanover,WB
767,37129FP01,New Hanover,FP01
768,37129M04,New Hanover,M04
769,37129FP04,New Hanover,FP04
770,37193103,Wilkes,103
771,37193109,Wilkes,109
772,37129W17,New Hanover,W17
773,37129M02,New Hanover,M02
774,37129M05,New Hanover,M05
775,37129FP05,New Hanover,FP05
776,37129CF03,New Hanover,CF03
777,37129H06,New Hanover,H06
778,37129W25,New Hanover,W25
779,37129W08,New Hanover,W08
780,37129W15,New Hanover,W15
781,37129W29,New Hanover,W29
782,37129W27,New Hanover,W27
783,37129W03,New Hanover,W03
784,37129W26,New Hanover,W26
785,3718512,Warren,12
786,37129W31,New Hanover,W31
787,37129H01,New Hanover,H01
788,37129H04,New Hanover,H04
789,37129W12,New Hanover,W12
790,37129H08,New Hanover,H08
791,371851,Warren,1
792,371852,Warren,2
793,371859,Warren,9
794,371853,Warren,3
795,371858,Warren,8
796,371855,Warren,5
797,371854,Warren,4
798,3718514,Warren,14
799,3718513,Warren,13
800,371856,Warren,6
801,37129W28,New Hanover,W28
802,37129H02,New Hanover,H02
803,37129W13,New Hanover,W13
804,37129H05,New Hanover,H05
805,3718510,Warren,10
806,371857,Warren,7
807,3718511,Warren,11
808,37129W24,New Hanover,W24
809,37129W18,New Hanover,W18
810,37129W21,New Hanover,W21
811,37081CG1,Guilford,CG1
812,37081H17,Guilford,H17
813,37081G08,Guilford,G08
814,37081STOK,Guilford,STOK
815,37081G12,Guilford,G12
816,37081JEF2,Guilford,JEF2
817,37081G13,Guilford,G13
818,37081H20A,Guilford,H20A
819,37081JAM1,Guilford,JAM1
820,37081H20B,Guilford,H20B
821,37081SF2,Guilford,SF2
822,37081G11,Guilford,G11
823,37081G16,Guilford,G16
824,37081G01,Guilford,G01
825,37081G72,Guilford,G72
826,37081G68,Guilford,G68
827,37081SUM1,Guilford,SUM1
828,37081GR,Guilford,GR
829,37081H21,Guilford,H21
830,37081NCGR2,Guilford,NCGR2
831,37081MON3,Guilford,MON3
832,37081NMAD,Guilford,NMAD
833,37081NWASH,Guilford,NWASH
834,37081OR1,Guilford,OR1
835,37081SF1,Guilford,SF1
836,37081NCGR1,Guilford,NCGR1
837,37081OR2,Guilford,OR2
838,37081MON2,Guilford,MON2
839,37081SWASH,Guilford,SWASH
840,37081SF4,Guilford,SF4
841,37081SMAD,Guilford,SMAD
842,37081SF3,Guilford,SF3
843,37081G37,Guilford,G37
844,37081G15,Guilford,G15
845,37081G67,Guilford,G67
846,37081G14,Guilford,G14
847,37081H22,Guilford,H22
848,37081JAM4,Guilford,JAM4
849,37081SUM2,Guilford,SUM2
850,37081H18,Guilford,H18
851,37081H19B,Guilford,H19B
852,37081CG2,Guilford,CG2
853,37081CG3B,Guilford,CG3B
854,37081G49,Guilford,G49
855,37081G71,Guilford,G71
856,37081H15,Guilford,H15
857,37081H19A,Guilford,H19A
858,37099CAN,Jackson,CAN
859,37099GCK,Jackson,GCK
860,37099CUL,Jackson,CUL
861,37099SYLDIL,Jackson,SYLDIL
862,37099SAV,Jackson,SAV
863,37099WEB,Jackson,WEB
864,37099CFK,Jackson,CFK
865,37099RIV,Jackson,RIV
866,37099ALLSC,Jackson,ALLSC
867,37099BCK,Jackson,BCK
868,37099HAMMNT,Jackson,HAMMNT
869,37099CAS,Jackson,CAS
870,37099QUA,Jackson,QUA
871,37081CG3A,Guilford,CG3A
872,37081G27,Guilford,G27
873,37081JEF1,Guilford,JEF1
874,37081MON1,Guilford,MON1
875,37081G63,Guilford,G63
876,37081G45,Guilford,G45
877,37081G44,Guilford,G44
878,37081G70,Guilford,G70
879,37081G69,Guilford,G69
880,37081PG1,Guilford,PG1
881,37081G28,Guilford,G28
882,37081G26,Guilford,G26
883,37081NDRI,Guilford,NDRI
884,37081G10,Guilford,G10
885,37081FR5,Guilford,FR5
886,37081G09,Guilford,G09
887,37081G48,Guilford,G48
888,37081HP,Guilford,HP
889,37081G46,Guilford,G46
890,37081G47,Guilford,G47
891,37081SUM3,Guilford,SUM3
892,37081H16,Guilford,H16
893,37081FR3,Guilford,FR3
894,37081G40A2,Guilford,G40A2
895,37081FR4,Guilford,FR4
896,37081G25,Guilford,G25
897,37081G74,Guilford,G74
898,37081G51,Guilford,G51
899,37081H10,Guilford,H10
900,37081H06,Guilford,H06
901,37081H11,Guilford,H11
902,37081G29,Guilford,G29
903,37081G40B,Guilford,G40B
904,37081G21,Guilford,G21
905,37081G40A1,Guilford,G40A1
906,37081RC1,Guilford,RC1
907,37081G50,Guilford,G50
908,37081FR2,Guilford,FR2
909,37081JEF4,Guilford,JEF4
910,37081H05,Guilford,H05
911,37081H12,Guilford,H12
912,37081H14,Guilford,H14
913,37081JAM5,Guilford,JAM5
914,37081G30,Guilford,G30
915,37081G24,Guilford,G24
916,37081GIB,Guilford,GIB
917,37081G22,Guilford,G22
918,37081G73,Guilford,G73
919,37081JEF3,Guilford,JEF3
920,37081G62,Guilford,G62
921,37081FR1,Guilford,FR1
922,37081H09,Guilford,H09
923,37081H13,Guilford,H13
924,37081PG2,Guilford,PG2
925,37081G41,Guilford,G41
926,37081G06,Guilford,G06
927,37081G23,Guilford,G23
928,37081G32,Guilford,G32
929,37081G07,Guilford,G07
930,37081H25,Guilford,H25
931,37081H27,Guilford,H27
932,37081G61,Guilford,G61
933,37081H07,Guilford,H07
934,37081SCLAY,Guilford,SCLAY
935,37081G31,Guilford,G31
936,37081G20,Guilford,G20
937,37081G03,Guilford,G03
938,37081G52,Guilford,G52
939,37081G60,Guilford,G60
940,37081G58,Guilford,G58
941,37081G75,Guilford,G75
942,37081H24,Guilford,H24
943,37081SUM4,Guilford,SUM4
944,37081H08,Guilford,H08
945,37081H02,Guilford,H02
946,37081G05,Guilford,G05
947,37081G64,Guilford,G64
948,37081G34,Guilford,G34
949,37081SDRI,Guilford,SDRI
950,37081G56,Guilford,G56
951,37081G66,Guilford,G66
952,37081G65,Guilford,G65
953,37081G53,Guilford,G53
954,37081H03,Guilford,H03
955,37081H04,Guilford,H04
956,37081H01,Guilford,H01
957,37081G33,Guilford,G33
958,37081G39,Guilford,G39
959,37081G02,Guilford,G02
960,37081G54,Guilford,G54
961,37081JAM3,Guilford,JAM3
962,37081H26,Guilford,H26
963,37081G19,Guilford,G19
964,37081G42,Guilford,G42
965,37081G18,Guilford,G18
966,37081G59,Guilford,G59
967,37081FEN1,Guilford,FEN1
968,37081G57,Guilford,G57
969,37081G17,Guilford,G17
970,37081RC2,Guilford,RC2
971,37081G04,Guilford,G04
972,37081G36,Guilford,G36
973,37081G38,Guilford,G38
974,37081JAM2,Guilford,JAM2
975,37081H23,Guilford,H23
976,37081G35,Guilford,G35
977,37081G43,Guilford,G43
978,37081FEN2,Guilford,FEN2
979,37081G55,Guilford,G55
980,37081NCLAY1,Guilford,NCLAY1
981,37081NCLAY2,Guilford,NCLAY2
982,37067201,Forsyth,201
983,37067112,Forsyth,112
984,37067603,Forsyth,603
985,37163CLEA,Sampson,CLEA
986,37163AUTR,Sampson,AUTR
987,37163ROSE,Sampson,ROSE
988,37163TURK,Sampson,TURK
989,37163SBRG,Sampson,SBRG
990,37163WBRK,Sampson,WBRK
991,37163LAKE,Sampson,LAKE
992,37163GARL,Sampson,GARL
993,37163CLCE,Sampson,CLCE
994,37163KFRK,Sampson,KFRK
995,37163CLNE,Sampson,CLNE
996,37163PLVW,Sampson,PLVW
997,37163CLSW,Sampson,CLSW
998,37163CLWE,Sampson,CLWE
999,37163KEEN,Sampson,KEEN
1000,37163HARR,Sampson,HARR
1001,37163INGO,Sampson,INGO
1002,37163ROWA,Sampson,ROWA
1003,37163NGRV,Sampson,NGRV
1004,37163GIDD,Sampson,GIDD
1005,37163MING,Sampson,MING
1006,37163CLEM,Sampson,CLEM
1007,37067805,Forsyth,805
1008,37067503,Forsyth,503
1009,37163HERR,Sampson,HERR
1010,37067606,Forsyth,606
1011,37067068,Forsyth,068
1012,37067504,Forsyth,504
1013,37067405,Forsyth,405
1014,37067204,Forsyth,204
1015,37067306,Forsyth,306
1016,37067206,Forsyth,206
1017,37067605,Forsyth,605
1018,37067011,Forsyth,011
1019,37067065,Forsyth,065
1020,37067803,Forsyth,803
1021,37067802,Forsyth,802
1022,37067706,Forsyth,706
1023,37067901,Forsyth,901
1024,37067903,Forsyth,903
1025,37067907,Forsyth,907
1026,37067801,Forsyth,801
1027,37067122,Forsyth,122
1028,37067033,Forsyth,033
1029,37067083,Forsyth,083
1030,37067207,Forsyth,207
1031,37067064,Forsyth,064
1032,37067904,Forsyth,904
1033,37067111,Forsyth,111
1034,37067809,Forsyth,809
1035,37067807,Forsyth,807
1036,37067071,Forsyth,071
1037,37067052,Forsyth,052
1038,37067908,Forsyth,908
1039,37067501,Forsyth,501
1040,37067909,Forsyth,909
1041,37067123,Forsyth,123
1042,37067602,Forsyth,602
1043,37067906,Forsyth,906
1044,37067081,Forsyth,081
1045,37067034,Forsyth,034
1046,37067132,Forsyth,132
1047,37067072,Forsyth,072
1048,37067502,Forsyth,502
1049,37067062,Forsyth,062
1050,37067074,Forsyth,074
1051,37067015,Forsyth,015
1052,37067404,Forsyth,404
1053,37067131,Forsyth,131
1054,37067808,Forsyth,808
1055,37067075,Forsyth,075
1056,37067053,Forsyth,053
1057,37067705,Forsyth,705
1058,37067707,Forsyth,707
1059,37067101,Forsyth,101
1060,37067806,Forsyth,806
1061,37067701,Forsyth,701
1062,37067067,Forsyth,067
1063,37067073,Forsyth,073
1064,37067133,Forsyth,133
1065,37067051,Forsyth,051
1066,37067055,Forsyth,055
1067,37067054,Forsyth,054
1068,37067702,Forsyth,702
1069,37067905,Forsyth,905
1070,37067709,Forsyth,709
1071,37067031,Forsyth,031
1072,37067032,Forsyth,032
1073,37067092,Forsyth,092
1074,37067091,Forsyth,091
1075,37115SANDY,Madison,SANDY
1076,37115NORTH,Madison,NORTH
1077,37115LAUREL,Madison,LAUREL
1078,37115REVERE,Madison,REVERE
1079,37115GRAPEV,Madison,GRAPEV
1080,37115EBBS-C,Madison,EBBS-C
1081,37115MARS-H,Madison,MARS-H
1082,37115SOUTH,Madison,SOUTH
1083,37115WALNUT,Madison,WALNUT
1084,37115HOT-SP,Madison,HOT-SP
1085,37115SPRING,Madison,SPRING
1086,37115BEECH,Madison,BEECH
1087,37095BM,Hyde,BM
1088,37095OCK,Hyde,OCK
1089,37095ENG,Hyde,ENG
1090,37095FF,Hyde,FF
1091,37095SLAD,Hyde,SLAD
1092,37095SQ,Hyde,SQ
1093,37095LL,Hyde,LL
1094,37117W,Martin,W
1095,37117J,Martin,J
1096,37117GR,Martin,GR
1097,37117GN,Martin,GN
1098,37117HM,Martin,HM
1099,37117W2,Martin,W2
1100,37117HS,Martin,HS
1101,37117R2,Martin,R2
1102,37117W1,Martin,W1
1103,37117PP,Martin,PP
1104,37117R1,Martin,R1
1105,37117CR,Martin,CR
1106,37117BG,Martin,BG
1107,37135NS,Orange,NS
1108,37135WD,Orange,WD
1109,37135EA,Orange,EA
1110,37135LC,Orange,LC
1111,37135CH,Orange,CH
1112,37135WC,Orange,WC
1113,37135CB,Orange,CB
1114,37135SM,Orange,SM
1115,37135KM,Orange,KM
1116,37135CX,Orange,CX
1117,37135HF,Orange,HF
1118,37135H,Orange,H
1119,37135CC,Orange,CC
1120,37135PA,Orange,PA
1121,37135SJ,Orange,SJ
1122,37135TO,Orange,TO
1123,37135CO,Orange,CO
1124,37135CP,Orange,CP
1125,37135ENO,Orange,ENO
1126,37135BC,Orange,BC
1127,37135TH,Orange,TH
1128,37135CF,Orange,CF
1129,37135DA,Orange,DA
1130,37135CS1,Orange,CS1
1131,37135CW,Orange,CW
1132,37135EF,Orange,EF
1133,37135WH,Orange,WH
1134,37135GL,Orange,GL
1135,37135RF,Orange,RF
1136,3700111,Alamance,11
1137,3700110S,Alamance,10S
1138,3700109S,Alamance,09S
1139,3700110N,Alamance,10N
1140,37135OW,Orange,OW
1141,37135LI,Orange,LI
1142,37135GR,Orange,GR
1143,37135OG,Orange,OG
1144,37135EH,Orange,EH
1145,37135ES,Orange,ES
1146,37135CA,Orange,CA
1147,37135CG,Orange,CG
1148,37135WW,Orange,WW
1149,37135NC,Orange,NC
1150,37135MF,Orange,MF
1151,37135BP,Orange,BP
1152,37135DM,Orange,DM
1153,37135GB,Orange,GB
1154,37077ANTI,Granville,ANTI
1155,37077SASS,Granville,SASS
1156,37077CRDL,Granville,CRDL
1157,37077SALM,Granville,SALM
1158,37077TYHO,Granville,TYHO
1159,37077WOEL,Granville,WOEL
1160,37077CORI,Granville,CORI
1161,37077SOOX,Granville,SOOX
1162,37077WILT,Granville,WILT
1163,37077CRDM,Granville,CRDM
1164,37077BTNR,Granville,BTNR
1165,37077MTEN,Granville,MTEN
1166,37077BERE,Granville,BERE
1167,37077OKHL,Granville,OKHL
1168,37077EAOX,Granville,EAOX
1169,37067301,Forsyth,301
1170,37067607,Forsyth,607
1171,37067043,Forsyth,043
1172,37067013,Forsyth,013
1173,37067601,Forsyth,601
1174,37067804,Forsyth,804
1175,37067708,Forsyth,708
1176,37067304,Forsyth,304
1177,37067014,Forsyth,014
1178,37067082,Forsyth,082
1179,37067061,Forsyth,061
1180,37067012,Forsyth,012
1181,37067066,Forsyth,066
1182,37067021,Forsyth,021
1183,37067401,Forsyth,401
1184,37067506,Forsyth,506
1185,37067402,Forsyth,402
1186,37067902,Forsyth,902
1187,37067203,Forsyth,203
1188,37067303,Forsyth,303
1189,37067205,Forsyth,205
