,STATEFP10,COUNTYFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,VTD
1543,37,19,23,3701923,P,23,Voting District 23,V1,G5240,S,8239602.0,2758177.0,33.9207017,-78.1845492,370192323
1544,37,19,21,3701921,P,21,Voting District 21,V1,G5240,S,81465991.0,1798015.0,34.044807,-78.06909940000001,370192121
1545,37,19,08,3701908,P,08,Voting District 08,V1,G5240,S,23489841.0,1604154.0,33.936105600000005,-78.06128819999999,370190808
1546,37,19,04,3701904,P,04,Voting District 04,V1,G5240,S,143848852.0,16080534.0,34.146524600000006,-78.008113,370190404
1547,37,19,03,3701903,P,03,Voting District 03,V1,G5240,S,13582272.0,1498166.0,34.2518696,-77.9931673,370190303
1548,37,19,18,3701918,P,18,Voting District 18,V1,G5240,S,330798444.0,508043.0,34.054572,-78.4686978,370191818
1549,37,19,12,3701912,P,12,Voting District 12,V1,G5240,S,28135995.0,595404.0,33.9410941,-78.2686959,370191212
1550,37,19,06,3701906,P,06,Voting District 06,V1,G5240,S,92667963.0,47134.0,34.076168599999995,-78.1315003,370190606
1551,37,19,09,3701909,P,09,Voting District 09,V1,G5240,S,12245996.0,7048481.0,33.905869200000005,-78.0486559,370190909
1552,37,125,LTR,37125LTR,P,LTR,Voting District LTR,V1,G5240,S,82839689.0,4960033.0,35.20637,-79.19063759999999,37125LTRLTR
1553,37,125,PHC,37125PHC,P,PHC,Voting District PHC,V1,G5240,S,9840116.0,866391.0,35.1767013,-79.4869709,37125PHCPHC
1554,37,125,RBN,37125RBN,P,RBN,Voting District RBN,V1,G5240,S,55022711.0,143846.0,35.4463055,-79.60703570000001,37125RBNRBN
1555,37,125,DHR,37125DHR,P,DHR,Voting District DHR,V1,G5240,S,173125188.0,1404206.0,35.457682299999995,-79.492737,37125DHRDHR
1556,37,125,WEM,37125WEM,P,WEM,Voting District WEM,V1,G5240,S,136954890.0,182117.0,35.4738075,-79.6894804,37125WEMWEM
1557,37,125,CAR,37125CAR,P,CAR,Voting District CAR,V1,G5240,S,331270914.0,1142978.0,35.3700189,-79.42267559999999,37125CARCAR
1558,37,125,PHA,37125PHA,P,PHA,Voting District PHA,V1,G5240,S,36741520.0,295533.0,35.2027789,-79.5161477,37125PHAPHA
1559,37,125,EAB,37125EAB,P,EAB,Voting District EAB,V1,G5240,S,25644771.0,309047.0,35.1062879,-79.4134245,37125EABEAB
1560,37,125,VSS,37125VSS,P,VSS,Voting District VSS,V1,G5240,S,64379724.0,634005.0,35.2495172,-79.299301,37125VSSVSS
1561,37,125,WAB,37125WAB,P,WAB,Voting District WAB,V1,G5240,S,74013874.0,207825.0,35.144533,-79.511124,37125WABWAB
1562,37,125,BEN,37125BEN,P,BEN,Voting District BEN,V1,G5240,S,251213031.0,1489903.0,35.3352366,-79.6321817,37125BENBEN
1563,37,125,SSP,37125SSP,P,SSP,Voting District SSP,V1,G5240,S,14050985.0,128452.0,35.1839239,-79.4137339,37125SSPSSP
1564,37,125,WND,37125WND,P,WND,Voting District WND,V1,G5240,S,117923596.0,385190.0,35.224065,-79.5845144,37125WNDWND
1565,37,125,SLS,37125SLS,P,SLS,Voting District SLS,V1,G5240,S,22144336.0,4308200.0,35.266469,-79.58778840000001,37125SLSSLS
1566,37,125,CAM,37125CAM,P,CAM,Voting District CAM,V1,G5240,S,114992163.0,467467.0,35.3394714,-79.2929391,37125CAMCAM
1567,37,125,PBF,37125PBF,P,PBF,Voting District PBF,V1,G5240,S,91195711.0,252414.0,35.0982725,-79.50700970000001,37125PBFPBF
1568,37,125,PHB2,37125PHB2,P,PHB2,Voting District PHB2,V1,G5240,S,13308746.0,513970.0,35.169884,-79.45583909999999,37125PHB2PHB2
1569,37,125,TLT,37125TLT,P,TLT,Voting District TLT,V1,G5240,S,4465401.0,0.0,35.2142021,-79.4926667,37125TLTTLT
1570,37,125,PHB1,37125PHB1,P,PHB1,Voting District PHB1,V1,G5240,S,6703688.0,111973.0,35.218275399999996,-79.4380243,37125PHB1PHB1
1571,37,125,EUR,37125EUR,P,EUR,Voting District EUR,V1,G5240,S,35746284.0,1809744.0,35.2644381,-79.36903840000001,37125EUREUR
1572,37,125,PDN,37125PDN,P,PDN,Voting District PDN,V1,G5240,S,18644981.0,49609.0,35.148138200000005,-79.3796925,37125PDNPDN
1573,37,125,KWD,37125KWD,P,KWD,Voting District KWD,V1,G5240,S,40617039.0,517189.0,35.220512799999995,-79.3864005,37125KWDKWD
1574,37,125,EWD,37125EWD,P,EWD,Voting District EWD,V1,G5240,S,54805261.0,368971.0,35.2594792,-79.45850990000001,37125EWDEWD
1575,37,125,NSP,37125NSP,P,NSP,Voting District NSP,V1,G5240,S,31795946.0,160331.0,35.1843221,-79.34823370000001,37125NSPNSP
1576,37,9,04,3700904,P,04,Voting District 04,V1,G5240,S,30141470.0,186109.0,36.3154919,-81.5798916,370090404
1577,37,9,16,3700916,P,16,Voting District 16,V1,G5240,S,92069449.0,975653.0,36.2985636,-81.4875801,370091616
1578,37,9,13,3700913,P,13,Voting District 13,V1,G5240,S,57559723.0,866909.0,36.3286171,-81.3942827,370091313
1579,37,9,14,3700914,P,14,Voting District 14,V1,G5240,S,57872083.0,52443.0,36.3512565,-81.5295181,370091414
1580,37,9,20,3700920,P,20,Voting District 20,V1,G5240,S,69721934.0,362517.0,36.4130172,-81.5146882,370092020
1581,37,9,09,3700909,P,09,Voting District 09,V1,G5240,S,84515400.0,1011576.0,36.412821,-81.42632449999999,370090909
1582,37,9,15,3700915,P,15,Voting District 15,V1,G5240,S,97492700.0,515582.0,36.4298921,-81.3121286,370091515
1583,37,9,12,3700912,P,12,Voting District 12,V1,G5240,S,67908226.0,196551.0,36.422921200000005,-81.692225,370091212
1584,37,9,03,3700903,P,03,Voting District 03,V1,G5240,S,74442704.0,370681.0,36.378950200000006,-81.6262124,370090303
1585,37,9,10,3700910,P,10,Voting District 10,V1,G5240,S,29965364.0,65898.0,36.4895959,-81.6449453,370091010
1586,37,9,02,3700902,P,02,Voting District 02,V1,G5240,S,74342289.0,579541.0,36.4812248,-81.57731170000001,370090202
1587,37,9,11,3700911,P,11,Voting District 11,V1,G5240,S,150010960.0,2193147.0,36.495804299999996,-81.39984150000001,370091111
1588,37,9,17,3700917,P,17,Voting District 17,V1,G5240,S,43913789.0,278258.0,36.5213989,-81.5167872,370091717
1589,37,9,07,3700907,P,07,Voting District 07,V1,G5240,S,47027414.0,103161.0,36.5189034,-81.5877349,370090707
1590,37,9,06,3700906,P,06,Voting District 06,V1,G5240,S,47694745.0,158307.0,36.5546658,-81.47598990000002,370090606
1591,37,9,18,3700918,P,18,Voting District 18,V1,G5240,S,43245119.0,63613.0,36.540569899999994,-81.6553125,370091818
1592,37,9,08,3700908,P,08,Voting District 08,V1,G5240,S,35803189.0,94561.0,36.5692884,-81.60275970000001,370090808
1593,37,121,01,3712101,P,01,Voting District 01,V1,G5240,S,43640619.0,171964.0,36.0108779,-82.1593902,371210101
1594,37,121,04,3712104,P,04,Voting District 04,V1,G5240,S,147156537.0,132812.0,35.900068299999994,-82.07965240000001,371210404
1595,37,121,06,3712106,P,06,Voting District 06,V1,G5240,S,59394424.0,0.0,36.0704868,-82.1307907,371210606
1596,37,121,07,3712107,P,07,Voting District 07,V1,G5240,S,46386302.0,426521.0,36.0973307,-82.3514074,371210707
1597,37,121,05,3712105,P,05,Voting District 05,V1,G5240,S,93056683.0,49063.0,36.107319,-82.2180025,371210505
1598,37,121,03,3712103,P,03,Voting District 03,V1,G5240,S,46651571.0,0.0,36.022558000000004,-82.08829279999999,371210303
1599,37,121,09,3712109,P,09,Voting District 09,V1,G5240,S,56734184.0,167121.0,35.9522033,-82.1243543,371210909
1600,37,121,08,3712108,P,08,Voting District 08,V1,G5240,S,23711776.0,421811.0,36.0292399,-82.2377571,371210808
1601,37,121,02,3712102,P,02,Voting District 02,V1,G5240,S,56789961.0,310615.0,36.091276,-82.2729148,371210202
1602,37,153,05,3715305,P,05,Voting District 05,V1,G5240,S,6461402.0,0.0,34.9046854,-79.78956579999999,371530505
1603,37,153,09,3715309,P,09,Voting District 09,V1,G5240,S,105468744.0,390157.0,34.8429026,-79.710983,371530909
1604,37,153,14,3715314,P,14,Voting District 14,V1,G5240,S,78660376.0,2042955.0,35.1303323,-79.9781371,371531414
1605,37,153,04,3715304,P,04,Voting District 04,V1,G5240,S,16100941.0,144541.0,34.8975968,-79.7671577,371530404
1606,37,153,01,3715301,P,01,Voting District 01,V1,G5240,S,51982182.0,1127344.0,34.934416999999996,-79.7783553,371530101
1607,37,153,08,3715308,P,08,Voting District 08,V1,G5240,S,128700745.0,884811.0,34.9235256,-79.6361629,371530808
1608,37,153,16,3715316,P,16,Voting District 16,V1,G5240,S,71052374.0,3175257.0,35.0440849,-79.8401818,371531616
1609,37,153,02,3715302,P,02,Voting District 02,V1,G5240,S,73685122.0,421627.0,34.9797338,-79.7969981,371530202
1610,37,153,13,3715313,P,13,Voting District 13,V1,G5240,S,106419561.0,585309.0,35.135630600000006,-79.7406625,371531313
1611,37,153,15,3715315,P,15,Voting District 15,V1,G5240,S,100804752.0,1535101.0,35.0933839,-79.8725794,371531515
1612,37,153,12,3715312,P,12,Voting District 12,V1,G5240,S,96460987.0,441235.0,35.0729659,-79.7371551,371531212
1613,37,153,11,3715311,P,11,Voting District 11,V1,G5240,S,60001539.0,1274959.0,35.0006863,-79.68036640000001,371531111
1614,37,153,10,3715310,P,10,Voting District 10,V1,G5240,S,186310368.0,801613.0,35.0583234,-79.6006043,371531010
1615,37,153,07,3715307,P,07,Voting District 07,V1,G5240,S,103454954.0,1992922.0,34.8417045,-79.83597990000001,371530707
1616,37,153,06,3715306,P,06,Voting District 06,V1,G5240,S,17433724.0,649311.0,34.9068918,-79.8218835,371530606
1617,37,153,03,3715303,P,03,Voting District 03,V1,G5240,S,24300523.0,216948.0,35.0008024,-79.7460817,371530303
1618,37,131,LAKE-G,37131LAKE-G,P,LAKE G,Voting District LAKE G,V1,G5240,S,45116058.0,15960612.0,36.5231407,-77.8235921,37131LAKE-GLAKE G
1619,37,131,GASTON,37131GASTON,P,GASTON,Voting District GASTON,V1,G5240,S,107038637.0,10186805.0,36.50905170000001,-77.6754406,37131GASTONGASTON
1620,37,131,SEABOA,37131SEABOA,P,SEABOA,Voting District SEABOA,V1,G5240,S,122662219.0,483749.0,36.4882152,-77.4418882,37131SEABOASEABOA
1621,37,131,RICH-S,37131RICH-S,P,RICH S,Voting District RICH S,V1,G5240,S,173828808.0,2165746.0,36.2324893,-77.3138673,37131RICH-SRICH S
1622,37,131,SEVERN,37131SEVERN,P,SEVERN,Voting District SEVERN,V1,G5240,S,73140257.0,174274.0,36.498673499999995,-77.1599824,37131SEVERNSEVERN
1623,37,131,PLEASA,37131PLEASA,P,PLEASA,Voting District PLEASA,V1,G5240,S,58792617.0,110154.0,36.5052123,-77.5451293,37131PLEASAPLEASA
1624,37,131,GARYSB,37131GARYSB,P,GARYSB,Voting District GARYSB,V1,G5240,S,184733395.0,4973371.0,36.3977278,-77.531885,37131GARYSBGARYSB
1625,37,131,GALATI,37131GALATI,P,GALATI,Voting District GALATI,V1,G5240,S,142515264.0,464392.0,36.4839398,-77.3295154,37131GALATIGALATI
1626,37,131,NEWTOW,37131NEWTOW,P,NEWTOW,Voting District NEWTOW,V1,G5240,S,46952317.0,26631.0,36.430411299999996,-77.1638698,37131NEWTOWNEWTOW
1627,37,131,PENDLE,37131PENDLE,P,PENDLE,Voting District PENDLE,V1,G5240,S,39054667.0,435066.0,36.4901948,-77.18826640000002,37131PENDLEPENDLE
1628,37,131,WOODLA,37131WOODLA,P,WOODLA,Voting District WOODLA,V1,G5240,S,55315870.0,0.0,36.3215106,-77.20965840000001,37131WOODLAWOODLA
1629,37,57,02,3705702,P,02,Voting District 02,V1,G5240,S,36430609.0,0.0,35.9883896,-80.07511559999999,370570202
1630,37,57,50,3705750,P,50,Voting District 50,V1,G5240,S,54285979.0,246164.0,35.9083309,-80.3281175,370575050
1631,37,57,10,3705710,P,10,Voting District 10,V1,G5240,S,49109645.0,6015305.0,35.7419355,-80.2920353,370571010
1632,37,57,48,3705748,P,48,Voting District 48,V1,G5240,S,44108079.0,468672.0,35.853879799999994,-80.3519961,370574848
1633,37,57,60,3705760,P,60,Voting District 60,V1,G5240,S,11104873.0,0.0,35.9068213,-80.06584029999999,370576060
1634,37,57,52,3705752,P,52,Voting District 52,V1,G5240,S,80894382.0,2709007.0,35.725378000000006,-80.205601,370575252
1635,37,57,40,3705740,P,40,Voting District 40,V1,G5240,S,13197421.0,0.0,35.7910348,-80.24839449999999,370574040
1636,37,57,28,3705728,P,28,Voting District 28,V1,G5240,S,23955261.0,23665.0,35.7996521,-80.30760790000001,370572828
1637,37,57,70,3705770,P,70,Voting District 70,V1,G5240,S,39906406.0,853371.0,35.888103,-80.1404225,370577070
1638,37,57,76,3705776,P,76,Voting District 76,V1,G5240,S,20049947.0,0.0,35.83945739999999,-80.0717474,370577676
1639,37,57,80,3705780,P,80,Voting District 80,V1,G5240,S,47984313.0,0.0,35.987649100000006,-80.13201219999999,370578080
1640,37,57,68,3705768,P,68,Voting District 68,V1,G5240,S,6020310.0,0.0,35.8767638,-80.06392779999999,370576868
1641,37,57,72,3705772,P,72,Voting District 72,V1,G5240,S,37934353.0,0.0,35.9281338,-80.1011574,370577272
1642,37,57,22,3705722,P,22,Voting District 22,V1,G5240,S,17495168.0,3301.0,35.849870200000005,-80.2249586,370572222
1643,37,57,74,3705774,P,74,Voting District 74,V1,G5240,S,35159148.0,8570.0,35.846262599999996,-80.12842909999999,370577474
1644,37,131,JACKSO,37131JACKSO,P,JACKSO,Voting District JACKSO,V1,G5240,S,31615972.0,36053.0,36.3856915,-77.4233428,37131JACKSOJACKSO
1645,37,131,CREEKS,37131CREEKS,P,CREEKS,Voting District CREEKS,V1,G5240,S,79995523.0,190205.0,36.427638,-77.3723475,37131CREEKSCREEKS
1646,37,131,REHOBE,37131REHOBE,P,REHOBE,Voting District REHOBE,V1,G5240,S,111118624.0,887166.0,36.323870899999996,-77.392985,37131REHOBEREHOBE
1647,37,131,CONWAY,37131CONWAY,P,CONWAY,Voting District CONWAY,V1,G5240,S,36160727.0,171165.0,36.4450945,-77.23133259999999,37131CONWAYCONWAY
1648,37,131,LASKER,37131LASKER,P,LASKER,Voting District LASKER,V1,G5240,S,34715179.0,0.0,36.3577899,-77.29920770000001,37131LASKERLASKER
1649,37,57,36,3705736,P,36,Voting District 36,V1,G5240,S,3076818.0,0.0,35.832666499999995,-80.2512135,370573636
1650,37,57,16,3705716,P,16,Voting District 16,V1,G5240,S,23632694.0,0.0,35.9960187,-80.1998824,370571616
1651,37,57,26,3705726,P,26,Voting District 26,V1,G5240,S,10784568.0,0.0,35.848349,-80.29293759999999,370572626
1652,37,57,04,3705704,P,04,Voting District 04,V1,G5240,S,30260061.0,0.0,35.96658729999999,-80.2634156,370570404
1653,37,57,82,3705782,P,82,Voting District 82,V1,G5240,S,42094794.0,1862138.0,35.8957045,-80.22475190000002,370578282
1654,37,57,24,3705724,P,24,Voting District 24,V1,G5240,S,11373836.0,0.0,35.8668981,-80.2762541,370572424
1655,37,57,30,3705730,P,30,Voting District 30,V1,G5240,S,8619501.0,0.0,35.79325479999999,-80.2759988,370573030
1656,37,57,66,3705766,P,66,Voting District 66,V1,G5240,S,4513111.0,0.0,35.870582,-80.0858396,370576666
1657,37,57,12,3705712,P,12,Voting District 12,V1,G5240,S,4227968.0,15716.0,35.6341826,-80.1102525,370571212
1658,37,57,54,3705754,P,54,Voting District 54,V1,G5240,S,48864555.0,27862.0,35.7252696,-80.109719,370575454
1659,37,57,46,3705746,P,46,Voting District 46,V1,G5240,S,26024282.0,0.0,35.9243027,-80.25593549999999,370574646
1660,37,57,58,3705758,P,58,Voting District 58,V1,G5240,S,36621311.0,9889942.0,35.6808555,-80.27549909999999,370575858
1661,37,57,08,3705708,P,08,Voting District 08,V1,G5240,S,9094113.0,0.0,35.7997042,-80.20971159999999,370570808
1662,37,57,34,3705734,P,34,Voting District 34,V1,G5240,S,4199900.0,0.0,35.839179,-80.26545820000001,370573434
1663,37,57,42,3705742,P,42,Voting District 42,V1,G5240,S,42967131.0,38446.0,35.7846614,-80.0880585,370574242
1664,37,57,20,3705720,P,20,Voting District 20,V1,G5240,S,55342618.0,0.0,35.7994744,-80.16403840000001,370572020
1665,37,57,18,3705718,P,18,Voting District 18,V1,G5240,S,91114813.0,7125001.0,35.626583000000004,-80.1945503,370571818
1666,37,57,84,3705784,P,84,Voting District 84,V1,G5240,S,43039429.0,181551.0,35.9595023,-80.3373807,370578484
1667,37,57,78,3705778,P,78,Voting District 78,V1,G5240,S,59103512.0,619027.0,35.808707,-80.39110229999999,370577878
1668,37,57,06,3705706,P,06,Voting District 06,V1,G5240,S,87776194.0,3969176.0,35.7633363,-80.40253299999999,370570606
1669,37,57,44,3705744,P,44,Voting District 44,V1,G5240,S,49443896.0,0.0,35.948656799999995,-80.1892164,370574444
1670,37,57,62,3705762,P,62,Voting District 62,V1,G5240,S,2901015.0,0.0,35.8902098,-80.0798795,370576262
1671,37,57,32,3705732,P,32,Voting District 32,V1,G5240,S,4806363.0,0.0,35.813817900000004,-80.2728315,370573232
1672,37,57,56,3705756,P,56,Voting District 56,V1,G5240,S,124197760.0,2982439.0,35.5509587,-80.1165293,370575656
1673,37,131,MILWAU,37131MILWAU,P,MILWAU,Voting District MILWAU,V1,G5240,S,23296642.0,35884.0,36.3932778,-77.2213898,37131MILWAUMILWAU
1674,37,57,64,3705764,P,64,Voting District 64,V1,G5240,S,3726098.0,7465.0,35.8874451,-80.098113,370576464
1675,37,57,38,3705738,P,38,Voting District 38,V1,G5240,S,3748169.0,0.0,35.823347600000005,-80.2372075,370573838
1676,37,57,14,3705714,P,14,Voting District 14,V1,G5240,S,82237005.0,95801.0,35.673885,-80.1096718,370571414
1677,37,131,POTECA,37131POTECA,P,POTECA,Voting District POTECA,V1,G5240,S,23705236.0,0.0,36.356398600000006,-77.2449642,37131POTECAPOTECA
1678,37,103,P01,37103P01,P,P01,Voting District P01,V1,G5240,S,137513246.0,119430.0,35.1719264,-77.44047320000001,37103P01P01
1679,37,103,P02,37103P02,P,P02,Voting District P02,V1,G5240,S,102421519.0,222883.0,35.0990395,-77.49103769999999,37103P02P02
1680,37,103,P04,37103P04,P,P04,Voting District P04,V1,G5240,S,268765626.0,2959005.0,35.0096761,-77.2055275,37103P04P04
1681,37,103,P07,37103P07,P,P07,Voting District P07,V1,G5240,S,236138430.0,1863193.0,34.8883412,-77.1984912,37103P07P07
1682,37,103,P05,37103P05,P,P05,Voting District P05,V1,G5240,S,235100306.0,830030.0,35.0505089,-77.3678746,37103P05P05
1683,37,103,P03,37103P03,P,P03,Voting District P03,V1,G5240,S,112088990.0,321427.0,35.015317100000004,-77.4937162,37103P03P03
1684,37,103,P06,37103P06,P,P06,Voting District P06,V1,G5240,S,127100753.0,177540.0,35.0288985,-77.60542240000001,37103P06P06
1685,37,3,B1,37003B1,P,B1,Voting District B1,V1,G5240,S,26727951.0,1276744.0,35.838249499999996,-81.3239345,37003B1B1
1686,37,3,B2,37003B2,P,B2,Voting District B2,V1,G5240,S,32600347.0,2759950.0,35.8376154,-81.2827356,37003B2B2
1687,37,3,E,37003E,P,E,Voting District E,V1,G5240,S,117052769.0,102121.0,35.9139255,-81.2927058,37003EE
1688,37,3,G1,37003G1,P,G1,Voting District G1,V1,G5240,S,65756992.0,51300.0,36.0072964,-81.04594759999999,37003G1G1
1689,37,3,G2,37003G2,P,G2,Voting District G2,V1,G5240,S,45095650.0,91436.0,35.940613899999995,-81.0376251,37003G2G2
1690,37,3,L,37003L,P,L,Voting District L,V1,G5240,S,66566343.0,39271.0,35.98223660000001,-81.23880729999999,37003LL
1691,37,3,M,37003M,P,M,Voting District M,V1,G5240,S,60358450.0,1098867.0,35.836536100000004,-81.1033593,37003MM
1692,37,3,S1,37003S1,P,S1,Voting District S1,V1,G5240,S,59992923.0,203667.0,35.9390645,-81.10490440000001,37003S1S1
1693,37,3,S2,37003S2,P,S2,Voting District S2,V1,G5240,S,13270173.0,116423.0,35.870469899999996,-81.05153979999999,37003S2S2
1694,37,3,SL,37003SL,P,SL,Voting District SL,V1,G5240,S,53517845.0,18944.0,36.012306099999996,-81.16835959999999,37003SLSL
1695,37,3,T1,37003T1,P,T1,Voting District T1,V1,G5240,S,33456217.0,666917.0,35.8660662,-81.1627365,37003T1T1
1696,37,3,T2,37003T2,P,T2,Voting District T2,V1,G5240,S,24849408.0,33993.0,35.936606299999994,-81.15184620000001,37003T2T2
1697,37,3,T3,37003T3,P,T3,Voting District T3,V1,G5240,S,14208809.0,71739.0,35.9029458,-81.1489052,37003T3T3
1698,37,3,T4,37003T4,P,T4,Voting District T4,V1,G5240,S,16097416.0,127172.0,35.9273767,-81.1996772,37003T4T4
1699,37,3,T5,37003T5,P,T5,Voting District T5,V1,G5240,S,15400260.0,308036.0,35.8799979,-81.19600890000001,37003T5T5
1700,37,3,W,37003W,P,W,Voting District W,V1,G5240,S,28374695.0,2503392.0,35.8437753,-81.222978,37003WW
1701,37,97,CC1,37097CC1,P,CC1,Voting District CC1,V1,G5240,S,17906775.0,58581.0,35.547971000000004,-80.795084,37097CC1CC1
1702,37,97,FT,37097FT,P,FT,Voting District FT,V1,G5240,S,79522764.0,9934176.0,35.683958000000004,-80.9317295,37097FTFT
1703,37,119,208,37119208,P,208,Voting District 208,V1,G5240,S,6884487.0,9945347.0,35.4957073,-80.91295490000002,37119208208
1704,37,119,127,37119127,P,127,Voting District 127,V1,G5240,S,23365035.0,150279.0,35.478708600000004,-80.8002869,37119127127
1705,37,97,BE,37097BE,P,BE,Voting District BE,V1,G5240,S,67280759.0,465759.0,35.8686629,-80.89031820000001,37097BEBE
1706,37,97,OL,37097OL,P,OL,Voting District OL,V1,G5240,S,77367228.0,597565.0,35.9238066,-80.86303199999999,37097OLOL
1707,37,97,SB,37097SB,P,SB,Voting District SB,V1,G5240,S,89494350.0,529579.0,35.9229863,-80.9662083,37097SBSB
1708,37,97,TB,37097TB,P,TB,Voting District TB,V1,G5240,S,93572551.0,789980.0,35.92826420000001,-80.766237,37097TBTB
1709,37,97,DV2-B,37097DV2-B,P,DV2-B,Voting District DV2-B,V1,G5240,S,20247335.0,5258970.0,35.5354887,-80.85819240000001,37097DV2-BDV2-B
1710,37,97,EM,37097EM,P,EM,Voting District EM,V1,G5240,S,98935333.0,782848.0,36.008615999999996,-80.75527629999999,37097EMEM
1711,37,97,CD,37097CD,P,CD,Voting District CD,V1,G5240,S,89766481.0,397514.0,35.8441606,-80.99368890000001,37097CDCD
1712,37,97,UG,37097UG,P,UG,Voting District UG,V1,G5240,S,80091903.0,541422.0,36.008677299999995,-80.8543697,37097UGUG
1713,37,91,WN,37091WN,P,WN,Voting District WN,V1,G5240,S,65513475.0,1145594.0,36.3794675,-76.9583262,37091WNWN
1714,37,91,CM,37091CM,P,CM,Voting District CM,V1,G5240,S,122615581.0,2146641.0,36.5120594,-77.0030061,37091CMCM
1715,37,91,CO,37091CO,P,CO,Voting District CO,V1,G5240,S,51199760.0,3036315.0,36.356623,-76.88336609999999,37091COCO
1716,37,91,UN,37091UN,P,UN,Voting District UN,V1,G5240,S,58744891.0,0.0,36.3411214,-77.02985100000001,37091UNUN
1717,37,91,M2,37091M2,P,M2,Voting District M2,V1,G5240,S,94218797.0,588063.0,36.4156008,-77.069301,37091M2M2
1718,37,91,BR,37091BR,P,BR,Voting District BR,V1,G5240,S,35479427.0,918956.0,36.48077070000001,-77.0475444,37091BRBR
1719,37,91,M1,37091M1,P,M1,Voting District M1,V1,G5240,S,30339564.0,364630.0,36.4462068,-77.09599909999999,37091M1M1
1720,37,91,A1,37091A1,P,A1,Voting District A1,V1,G5240,S,25518142.0,0.0,36.308893499999996,-76.9800076,37091A1A1
1721,37,91,HV,37091HV,P,HV,Voting District HV,V1,G5240,S,172759590.0,10531918.0,36.291546999999994,-76.8032583,37091HVHV
1722,37,91,A2,37091A2,P,A2,Voting District A2,V1,G5240,S,78555782.0,147757.0,36.257667600000005,-76.9654051,37091A2A2
1723,37,91,A3,37091A3,P,A3,Voting District A3,V1,G5240,S,24746100.0,11783.0,36.294508799999996,-76.9381546,37091A3A3
1724,37,91,SJ,37091SJ,P,SJ,Voting District SJ,V1,G5240,S,107191044.0,0.0,36.320813799999996,-77.1211354,37091SJSJ
1725,37,97,NH,37097NH,P,NH,Voting District NH,V1,G5240,S,93742623.0,173906.0,36.0158257,-80.9641694,37097NHNH
1726,37,97,CH-B,37097CH-B,P,CH-B,Voting District CH-B,V1,G5240,S,61203554.0,322228.0,35.7266831,-80.8022792,37097CH-BCH-B
1727,37,97,ST4,37097ST4,P,ST4,Voting District ST4,V1,G5240,S,9701552.0,18705.0,35.8048498,-80.90341459999999,37097ST4ST4
1728,37,91,ML,37091ML,P,ML,Voting District ML,V1,G5240,S,47539258.0,0.0,36.2581912,-77.129432,37091MLML
1729,37,97,SH-B,37097SH-B,P,SH-B,Voting District SH-B,V1,G5240,S,55009810.0,1631912.0,35.744355799999994,-81.01086670000001,37097SH-BSH-B
1730,37,97,ST3,37097ST3,P,ST3,Voting District ST3,V1,G5240,S,22812687.0,131255.0,35.7609528,-80.9230873,37097ST3ST3
1731,37,97,ST6,37097ST6,P,ST6,Voting District ST6,V1,G5240,S,28070947.0,150372.0,35.7520432,-80.878915,37097ST6ST6
1732,37,97,ST1,37097ST1,P,ST1,Voting District ST1,V1,G5240,S,10596557.0,77224.0,35.7970283,-80.83361090000001,37097ST1ST1
1733,37,97,ST5,37097ST5,P,ST5,Voting District ST5,V1,G5240,S,11504295.0,29238.0,35.790127399999996,-80.92073309999999,37097ST5ST5
1734,37,97,SH-A,37097SH-A,P,SH-A,Voting District SH-A,V1,G5240,S,78310462.0,1599809.0,35.789587299999994,-81.03223309999998,37097SH-ASH-A
1735,37,97,ST2,37097ST2,P,ST2,Voting District ST2,V1,G5240,S,12061241.0,108686.0,35.807073100000004,-80.86620409999999,37097ST2ST2
1736,37,97,DV2-A,37097DV2-A,P,DV2-A,Voting District DV2-A,V1,G5240,S,11132946.0,4360156.0,35.5455183,-80.8814916,37097DV2-ADV2-A
1737,37,97,DV1-B,37097DV1-B,P,DV1-B,Voting District DV1-B,V1,G5240,S,27170400.0,21381930.0,35.544309600000005,-80.92993940000001,37097DV1-BDV1-B
1738,37,97,CC4,37097CC4,P,CC4,Voting District CC4,V1,G5240,S,30714602.0,120641.0,35.54186970000001,-80.82334420000001,37097CC4CC4
1739,37,97,CC2,37097CC2,P,CC2,Voting District CC2,V1,G5240,S,29206837.0,28460.0,35.616284,-80.82434140000001,37097CC2CC2
1740,37,97,DV1-A,37097DV1-A,P,DV1-A,Voting District DV1-A,V1,G5240,S,34388761.0,8979053.0,35.6146162,-80.89174320000001,37097DV1-ADV1-A
1741,37,97,CH-A,37097CH-A,P,CH-A,Voting District CH-A,V1,G5240,S,54540430.0,390374.0,35.7777424,-80.774353,37097CH-ACH-A
1742,37,71,02,3707102,P,02,Voting District 02,V1,G5240,S,5248140.0,0.0,35.238423600000004,-81.1958975,370710202
1743,37,71,08,3707108,P,08,Voting District 08,V1,G5240,S,5544966.0,2532.0,35.277788,-81.1693312,370710808
1744,37,71,23,3707123,P,23,Voting District 23,V1,G5240,S,6843009.0,132468.0,35.2320597,-81.04560570000001,370712323
1745,37,71,16,3707116,P,16,Voting District 16,V1,G5240,S,10024870.0,0.0,35.203107700000004,-81.1414834,370711616
