VR Total,VR: All Dems,VR: All Reps,VR: All Libs,VR:All Unaf.,VR:White Dems,VR: Black Dems,VR: NA Dems,VR: Asian Dems,VR: Other Dems,VR: Mult Race Ds,VR: UnDes Ds,VR: White Reps,VR: Black Reps,VR: NA Reps,VR: Asian Reps,VR: Other Reps,VR: Mult Race Rs,VR: UnDes Rs,VR: White Libs,VR: Black Libs,VR: NA Libs,VR: Asian Libs,VR: Other Libs,VR: Mult Race Ls,VR: UnDes Ls,VR: White Unafil.,VR: Black Unafil.,VR: NA Unafil.,VR: Asian Unafil.,VR: Other Unafil.,VR: Mult Race Unafil.,VR: UnDes Unafil.,% D,Racial %s among D's White % of D,Racial %s among D's Black % of D,Racial %s among D's NA   % of D,Racial %s among D's Other % of D,Racial %s among D's % R,Racial %s among R's White %  of R,Racial %s among R's Black % of R,Racial %s among R's NA  %  of R,Racial %s among R's Other % of R,Racial %s among R's % U,Racial %s among U's White % of U,Racial %s among U's Black % of U,Racial %s among U's NA   % of U,Racial %s among U's Other % of U,Racial %s among U's % L,Racial %s among U's VR: White,Racial %s among U's VR: Black,Racial %s among U's VR:  NA,Racial %s among U's VR: Asian,Racial %s among U's VR: Other,Racial %s among U's VR: Mult. Race,Racial %s among U's VR: Undes.,Racial %s among U's % White,Racial %s among U's % Black,Racial %s among U's % NA,Racial %s among U's % Other,County,excelVTDId,excelCountyName,GEOID10
2559,1782,210,5,562,205,1409,8,3,55,26,76,140,48,0,5,13,0,4,1,1,1,0,1,0,1,170,268,3,12,43,7,59,0.696365767878,0.115039281706,0.790684624018,0.00448933782267,0.0897867564534,0.0820633059789,0.666666666667,0.228571428571,0.0,0.104761904762,0.219617037905,0.302491103203,0.476868327402,0.00533807829181,0.215302491103,0.00195388823759,516,1726,12,20,112,33,140,0.20164126612,0.674482219617,0.00468933177022,0.119187182493,Mecklenburg,108,Mecklenburg,37119108
2082,810,521,2,749,704,70,0,2,10,3,21,506,4,1,1,4,1,4,2,0,0,0,0,0,0,676,13,1,5,21,9,24,0.389048991354,0.869135802469,0.0864197530864,0.0,0.0444444444444,0.250240153698,0.971209213052,0.00767754318618,0.00191938579655,0.0191938579655,0.359750240154,0.902536715621,0.0173564753004,0.00133511348465,0.0787716955941,0.000960614793468,1888,87,2,8,35,13,49,0.906820365034,0.0417867435159,0.000960614793468,0.0504322766571,Mecklenburg,109,Mecklenburg,37119109
1369,397,624,3,345,322,49,1,1,14,1,9,610,4,0,2,5,1,2,2,1,0,0,0,0,0,317,10,0,1,4,1,12,0.289992695398,0.811083123426,0.123425692695,0.00251889168766,0.0629722921914,0.45580715851,0.977564102564,0.00641025641026,0.0,0.0160256410256,0.252008765522,0.91884057971,0.0289855072464,0.0,0.0521739130435,0.00219138056976,1251,64,1,4,23,3,23,0.913805697589,0.0467494521549,0.00073046018992,0.0387143900657,Mecklenburg,110,Mecklenburg,37119110
2704,803,1178,4,719,662,105,2,7,15,1,11,1145,7,2,3,9,1,11,2,1,0,0,1,0,0,654,22,0,9,14,3,17,0.296967455621,0.824408468244,0.130759651308,0.00249066002491,0.0423412204234,0.435650887574,0.971986417657,0.00594227504244,0.00169779286927,0.0203735144312,0.265902366864,0.909596662031,0.0305980528512,0.0,0.0598052851182,0.00147928994083,2463,135,4,19,39,5,39,0.910872781065,0.049926035503,0.00147928994083,0.0377218934911,Mecklenburg,111,Mecklenburg,37119111
2330,520,1149,1,660,426,49,1,6,16,2,20,1110,5,1,11,12,2,8,1,0,0,0,0,0,0,580,14,2,15,28,1,20,0.223175965665,0.819230769231,0.0942307692308,0.00192307692308,0.0846153846154,0.49313304721,0.966057441253,0.00435161009574,0.000870322019147,0.0287206266319,0.283261802575,0.878787878788,0.0212121212121,0.0030303030303,0.0969696969697,0.000429184549356,2117,68,4,32,56,5,48,0.908583690987,0.0291845493562,0.00171673819742,0.0605150214592,Mecklenburg,112,Mecklenburg,37119112
3375,808,1593,5,969,629,138,1,10,16,3,11,1536,7,1,9,21,2,17,5,0,0,0,0,0,0,853,33,6,20,38,4,15,0.239407407407,0.778465346535,0.170792079208,0.00123762376238,0.049504950495,0.472,0.964218455744,0.00439422473321,0.000627746390458,0.0307595731325,0.287111111111,0.880288957688,0.0340557275542,0.0061919504644,0.0794633642931,0.00148148148148,3023,178,8,39,75,9,43,0.895703703704,0.0527407407407,0.00237037037037,0.0491851851852,Mecklenburg,113,Mecklenburg,37119113
3095,838,1377,1,879,689,108,1,4,14,2,20,1347,6,1,1,8,0,14,0,1,0,0,0,0,0,786,25,1,10,31,3,23,0.270759289176,0.822195704057,0.128878281623,0.00119331742243,0.0477326968974,0.444911147011,0.978213507625,0.00435729847495,0.000726216412491,0.0167029774873,0.284006462036,0.894197952218,0.028441410694,0.00113765642776,0.0762229806598,0.00032310177706,2822,140,3,15,53,5,57,0.911793214863,0.0452342487884,0.000969305331179,0.0420032310178,Mecklenburg,114,Mecklenburg,37119114
1718,903,397,2,416,223,608,2,2,36,5,27,360,21,2,2,10,0,2,2,0,0,0,0,0,0,268,98,2,3,20,3,22,0.525611175786,0.246954595792,0.673311184939,0.00221483942414,0.077519379845,0.231082654249,0.906801007557,0.0528967254408,0.00503778337531,0.0352644836272,0.242142025611,0.644230769231,0.235576923077,0.00480769230769,0.115384615385,0.0011641443539,853,727,6,7,66,8,51,0.496507566938,0.423166472643,0.0034924330617,0.0768335273574,Mecklenburg,115,Mecklenburg,37119115
1626,1033,244,2,347,157,798,4,7,28,6,33,178,34,1,4,14,1,12,1,1,0,0,0,0,0,142,144,4,5,19,2,31,0.635301353014,0.151984511133,0.772507260407,0.00387221684414,0.0716360116167,0.150061500615,0.729508196721,0.139344262295,0.00409836065574,0.127049180328,0.213407134071,0.409221902017,0.414985590778,0.0115273775216,0.164265129683,0.00123001230012,478,977,9,16,61,9,76,0.293972939729,0.60086100861,0.00553505535055,0.09963099631,Mecklenburg,116,Mecklenburg,37119116
2294,1321,426,4,543,344,854,4,4,44,18,53,375,30,3,1,13,0,4,3,0,0,0,1,0,0,294,160,2,9,22,7,49,0.575850043592,0.260408781226,0.64647993944,0.00302800908403,0.0900832702498,0.185701830863,0.880281690141,0.0704225352113,0.00704225352113,0.0422535211268,0.236704446382,0.541436464088,0.294659300184,0.0036832412523,0.160220994475,0.00174367916303,1016,1044,9,14,80,25,106,0.442894507411,0.455100261552,0.00392327811683,0.0980819529207,Mecklenburg,117,Mecklenburg,37119117
3158,869,1321,5,963,598,192,1,10,35,4,29,1262,14,4,7,12,1,21,5,0,0,0,0,0,0,815,53,2,28,32,3,30,0.275174160861,0.688147295742,0.220943613349,0.00115074798619,0.0897583429229,0.418302723243,0.955336866011,0.0105980317941,0.00302800908403,0.0310370931113,0.304939835339,0.846313603323,0.055036344756,0.00207684319834,0.0965732087227,0.00158328055731,2680,259,7,45,79,8,80,0.848638378721,0.0820139328689,0.00221659278024,0.0671310956301,Mecklenburg,118,Mecklenburg,37119118
1797,596,712,2,487,455,110,1,4,7,1,18,684,3,0,4,8,2,11,2,0,0,0,0,0,0,437,17,2,5,11,0,15,0.331663884252,0.763422818792,0.184563758389,0.00167785234899,0.0503355704698,0.396215915415,0.960674157303,0.00421348314607,0.0,0.0351123595506,0.271007234279,0.897330595483,0.0349075975359,0.0041067761807,0.0636550308008,0.00111296605454,1578,130,3,13,26,3,44,0.878130217028,0.0723427935448,0.0016694490818,0.047857540345,Mecklenburg,119,Mecklenburg,37119119
2687,1603,351,2,731,304,1099,7,26,82,13,72,295,31,0,5,18,1,1,1,1,0,0,0,0,0,343,213,4,30,65,3,73,0.596576107183,0.189644416719,0.685589519651,0.00436681222707,0.120399251404,0.130628954224,0.840455840456,0.0883190883191,0.0,0.0712250712251,0.272050614068,0.469220246238,0.291381668947,0.00547195622435,0.233926128591,0.000744324525493,943,1344,11,61,165,17,146,0.35094901377,0.500186081131,0.00409378489021,0.144771120208,Mecklenburg,120,Mecklenburg,37119120
4210,920,2051,3,1236,714,129,2,14,42,8,11,1979,13,4,7,28,1,19,3,0,0,0,0,0,0,1105,40,3,15,46,4,23,0.218527315914,0.776086956522,0.140217391304,0.00217391304348,0.0815217391304,0.487173396675,0.964895173086,0.00633837152608,0.00195026816187,0.0268161872257,0.293586698337,0.894012944984,0.0323624595469,0.00242718446602,0.0711974110032,0.000712589073634,3801,182,9,36,116,13,53,0.902850356295,0.0432304038005,0.0021377672209,0.0517814726841,Mecklenburg,121,Mecklenburg,37119121
5594,2158,1687,12,1737,866,1092,9,32,62,22,75,1539,51,2,13,47,12,23,11,0,0,0,1,0,0,1258,260,10,41,85,9,74,0.385770468359,0.401297497683,0.506024096386,0.00417052826691,0.0885078776645,0.301573114051,0.912270302312,0.0302311796088,0.00118553645525,0.0563129816242,0.310511262066,0.724237190558,0.149683362119,0.00575705238918,0.120322394934,0.00214515552378,3674,1403,21,86,195,43,172,0.656775116196,0.250804433321,0.00375402216661,0.0886664283161,Mecklenburg,122,Mecklenburg,37119122
2152,1369,326,2,455,284,990,2,3,41,8,41,271,31,1,5,14,1,3,1,0,0,1,0,0,0,217,164,2,12,25,2,33,0.636152416357,0.207450693937,0.72315558802,0.00146092037984,0.0679327976625,0.151486988848,0.831288343558,0.0950920245399,0.00306748466258,0.0705521472393,0.211431226766,0.476923076923,0.36043956044,0.0043956043956,0.158241758242,0.00092936802974,773,1185,5,21,80,11,77,0.359200743494,0.550650557621,0.00232342007435,0.0878252788104,Mecklenburg,123,Mecklenburg,37119123
2500,1722,248,4,526,184,1404,7,8,40,15,64,185,41,1,2,12,1,6,0,3,0,0,1,0,0,199,249,0,6,29,2,41,0.6888,0.106852497096,0.815331010453,0.00406504065041,0.0737514518002,0.0992,0.745967741935,0.165322580645,0.00403225806452,0.0846774193548,0.2104,0.378326996198,0.473384030418,0.0,0.148288973384,0.0016,568,1697,8,16,82,18,111,0.2272,0.6788,0.0032,0.0908,Mecklenburg,124,Mecklenburg,37119124
1323,774,240,0,309,155,547,3,9,26,3,31,198,21,1,3,13,0,4,0,0,0,0,0,0,0,163,84,4,11,24,0,23,0.585034013605,0.200258397933,0.706718346253,0.00387596899225,0.0891472868217,0.181405895692,0.825,0.0875,0.00416666666667,0.0833333333333,0.233560090703,0.527508090615,0.271844660194,0.0129449838188,0.187702265372,0.0,516,652,8,23,63,3,58,0.390022675737,0.492819349962,0.00604686318972,0.111111111111,Mecklenburg,125,Mecklenburg,37119125
2735,1800,378,3,554,258,1396,4,17,30,18,77,312,40,1,7,11,3,4,1,2,0,0,0,0,0,210,229,0,26,30,6,53,0.658135283364,0.143333333333,0.775555555556,0.00222222222222,0.0788888888889,0.138208409506,0.825396825397,0.10582010582,0.0026455026455,0.0661375661376,0.202559414991,0.379061371841,0.413357400722,0.0,0.207581227437,0.00109689213894,781,1667,5,50,71,27,134,0.285557586837,0.609506398537,0.0018281535649,0.10310786106,Mecklenburg,126,Mecklenburg,37119126
3493,803,1678,6,1006,721,53,2,4,16,0,7,1639,3,2,6,10,2,16,4,0,0,1,1,0,0,935,16,2,15,18,4,16,0.229888348125,0.897882938979,0.06600249066,0.00249066002491,0.0336239103362,0.480389350129,0.976758045292,0.00178784266985,0.00119189511323,0.0202622169249,0.28800458059,0.929423459245,0.0159045725646,0.00198807157058,0.0526838966203,0.0017177211566,3299,72,6,26,45,6,39,0.94446034927,0.0206126538792,0.0017177211566,0.0332092756942,Mecklenburg,127,Mecklenburg,37119127
2994,1271,877,6,840,547,616,1,15,45,6,41,817,25,1,1,19,0,14,6,0,0,0,0,0,0,609,111,2,23,45,6,44,0.424515698063,0.430369787569,0.484657749803,0.000786782061369,0.0841856805665,0.292919171677,0.931584948689,0.0285062713797,0.00114025085519,0.0387685290764,0.280561122244,0.725,0.132142857143,0.00238095238095,0.140476190476,0.00200400801603,1979,752,4,39,109,12,99,0.660988643955,0.251169004676,0.00133600534402,0.0865063460254,Mecklenburg,128,Mecklenburg,37119128
1457,636,369,3,449,302,268,3,3,18,8,34,345,10,0,3,6,1,4,2,0,0,0,1,0,0,330,75,0,3,21,4,16,0.436513383665,0.474842767296,0.421383647799,0.00471698113208,0.0990566037736,0.253260123542,0.934959349593,0.0271002710027,0.0,0.0379403794038,0.308167467399,0.734966592428,0.167037861915,0.0,0.097995545657,0.00205902539465,979,353,3,9,46,13,54,0.671928620453,0.24227865477,0.00205902539465,0.0837336993823,Mecklenburg,129,Mecklenburg,37119129
1788,1011,349,1,427,331,586,5,7,34,12,36,288,29,0,5,19,1,7,1,0,0,0,0,0,0,239,102,3,19,23,5,36,0.565436241611,0.327398615232,0.57962413452,0.00494559841741,0.0880316518299,0.1951901566,0.825214899713,0.0830945558739,0.0,0.0916905444126,0.238814317673,0.559718969555,0.23887587822,0.00702576112412,0.194379391101,0.000559284116331,859,717,8,31,76,18,79,0.480425055928,0.401006711409,0.00447427293065,0.114093959732,Mecklenburg,130,Mecklenburg,37119130
1844,415,897,2,530,363,33,0,6,9,1,3,873,2,0,2,11,2,7,2,0,0,0,0,0,0,473,19,1,12,18,4,3,0.225054229935,0.874698795181,0.0795180722892,0.0,0.0457831325301,0.486442516269,0.973244147157,0.00222965440357,0.0,0.0245261984392,0.287418655098,0.892452830189,0.0358490566038,0.00188679245283,0.0698113207547,0.00108459869848,1711,54,1,20,38,7,13,0.927874186551,0.029284164859,0.000542299349241,0.0422993492408,Mecklenburg,131,Mecklenburg,37119131
1945,1056,405,2,482,331,652,9,11,22,6,25,368,17,1,3,10,1,5,0,2,0,0,0,0,0,300,89,2,20,33,4,34,0.54293059126,0.313446969697,0.617424242424,0.00852272727273,0.0606060606061,0.20822622108,0.908641975309,0.041975308642,0.00246913580247,0.0469135802469,0.247814910026,0.622406639004,0.184647302905,0.00414937759336,0.188796680498,0.00102827763496,999,760,12,34,65,11,64,0.513624678663,0.390745501285,0.00616966580977,0.0894601542416,Mecklenburg,132,Mecklenburg,37119132
4107,942,1893,10,1262,712,187,1,11,19,3,9,1826,9,3,8,21,4,22,10,0,0,0,0,0,0,1107,53,5,25,36,6,30,0.229364499635,0.755838641189,0.198513800425,0.00106157112527,0.0445859872611,0.460920379839,0.964606444797,0.00475435816165,0.00158478605388,0.0290544109878,0.307280253226,0.877179080824,0.0419968304279,0.00396196513471,0.0768621236133,0.00243486729973,3655,249,9,44,76,13,61,0.889943998052,0.0606281957633,0.00219138056976,0.0472364256148,Mecklenburg,133,Mecklenburg,37119133
6038,1748,2349,8,1933,1205,424,7,14,52,11,35,2256,21,3,9,31,2,27,7,0,0,0,0,0,1,1675,102,3,23,48,9,73,0.289499834382,0.689359267735,0.242562929062,0.00400457665904,0.0640732265446,0.38903610467,0.960408684547,0.00893997445722,0.00127713920817,0.029374201788,0.320139118914,0.866528711847,0.0527677185722,0.00155199172271,0.0791515778583,0.00132494203379,5143,547,13,46,131,22,136,0.85177210997,0.0905929115601,0.0021530308049,0.0554819476648,Mecklenburg,134,Mecklenburg,37119134
6137,3752,883,12,1490,698,2719,14,16,117,28,160,786,50,1,7,28,2,9,8,3,0,0,1,0,0,813,479,5,18,69,10,96,0.611373635327,0.186034115139,0.724680170576,0.00373134328358,0.0855543710021,0.143881375265,0.890147225368,0.0566251415629,0.00113250283126,0.0520951302378,0.24278963663,0.545637583893,0.321476510067,0.00335570469799,0.129530201342,0.00195535277823,2305,3251,20,41,215,40,265,0.375590679485,0.529737656836,0.00325892129705,0.0914127423823,Mecklenburg,135,Mecklenburg,37119135
2257,564,1069,4,620,472,55,4,3,17,1,12,1024,9,1,7,13,2,13,3,1,0,0,0,0,0,559,20,4,8,9,2,18,0.249889233496,0.836879432624,0.0975177304965,0.00709219858156,0.0585106382979,0.473637571998,0.957904583723,0.00841908325538,0.000935453695042,0.0327408793265,0.274700930439,0.901612903226,0.0322580645161,0.00645161290323,0.0596774193548,0.00177226406735,2058,85,9,18,39,5,43,0.91182986265,0.0376606114311,0.00398759415153,0.0465219317678,Mecklenburg,136,Mecklenburg,37119136
5305,1174,2626,6,1499,813,205,9,51,50,10,36,2505,18,4,23,47,4,25,4,0,0,1,0,1,0,1248,65,6,61,61,8,50,0.221300659755,0.692504258944,0.17461669506,0.0076660988075,0.125212947189,0.495004712535,0.953922315308,0.00685453160701,0.001523229246,0.0376999238385,0.282563619227,0.832555036691,0.0433622414943,0.00400266844563,0.120080053369,0.00113100848256,4570,288,19,136,158,23,111,0.861451460886,0.0542884071631,0.00358152686145,0.0806786050895,Mecklenburg,137,Mecklenburg,37119137
2855,1529,540,7,779,289,1074,9,20,66,16,55,469,41,0,8,13,1,8,3,3,0,0,1,0,0,447,199,2,19,51,5,56,0.535551663748,0.189012426422,0.702419882276,0.0058862001308,0.102681491171,0.189141856392,0.868518518519,0.0759259259259,0.0,0.0555555555556,0.272854640981,0.573812580231,0.255455712452,0.00256739409499,0.168164313222,0.00245183887916,1208,1317,11,47,131,22,119,0.423117338004,0.461295971979,0.00385288966725,0.11173380035,Mecklenburg,138,Mecklenburg,37119138
3455,870,1513,7,1065,618,163,5,22,32,2,28,1453,6,1,17,17,3,16,7,0,0,0,0,0,0,891,43,4,43,48,2,34,0.251808972504,0.710344827586,0.187356321839,0.00574712643678,0.0965517241379,0.437916063676,0.960343688037,0.0039656311963,0.000660938532716,0.035029742234,0.308248914616,0.83661971831,0.0403755868545,0.0037558685446,0.119248826291,0.00202604920405,2969,212,10,82,97,7,78,0.859334298119,0.0613603473227,0.00289435600579,0.0764109985528,Mecklenburg,139.1,Mecklenburg,37119139.1
6011,1515,2647,6,1843,911,409,8,53,72,11,51,2511,14,5,28,53,1,35,5,0,0,0,1,0,0,1498,111,8,79,76,4,67,0.252037930461,0.601320132013,0.2699669967,0.00528052805281,0.123432343234,0.440359341208,0.948621080468,0.00528900642236,0.00188893086513,0.044200982244,0.30660455831,0.812805208899,0.0602278893109,0.00434074877916,0.122626153011,0.000998170021627,4925,534,21,160,202,16,153,0.819331226086,0.0888371319248,0.00349359507569,0.088338046914,Mecklenburg,140,Mecklenburg,37119140
3596,1616,619,10,1351,501,860,5,36,36,46,132,516,24,2,19,9,11,38,4,3,0,1,2,0,0,773,231,1,33,50,32,231,0.449388209121,0.310024752475,0.532178217822,0.00309405940594,0.154702970297,0.17213570634,0.833602584814,0.0387722132472,0.0032310177706,0.124394184168,0.375695216908,0.572168763879,0.170984455959,0.000740192450037,0.256106587713,0.0027808676307,1794,1118,8,89,97,89,401,0.498887652948,0.310901001112,0.00222469410456,0.187986651835,Mecklenburg,141,Mecklenburg,37119141
4968,1412,2051,7,1498,1066,262,2,8,40,9,25,1978,8,2,11,24,3,25,7,0,0,0,0,0,0,1330,59,3,23,29,12,42,0.28421900161,0.754957507082,0.185552407932,0.0014164305949,0.0580736543909,0.412842190016,0.964407606046,0.00390053632374,0.000975134080936,0.0307167235495,0.30152979066,0.88785046729,0.0393858477971,0.00200267022697,0.0707610146862,0.00140901771337,4381,329,7,42,93,24,92,0.881843800322,0.0662238325282,0.00140901771337,0.0505233494364,Mecklenburg,142,Mecklenburg,37119142
5366,1369,2329,3,1665,1001,272,2,22,30,4,38,2246,17,1,15,24,0,26,3,0,0,0,0,0,0,1452,73,0,35,38,11,56,0.255124860231,0.73119065011,0.198685171658,0.00146092037984,0.0686632578524,0.434029071934,0.964362387291,0.00729927007299,0.000429368827823,0.0279089738085,0.310286992173,0.872072072072,0.0438438438438,0.0,0.0840840840841,0.000559075661573,4702,362,3,72,92,15,120,0.876257920239,0.0674617964965,0.000559075661573,0.0557212076034,Mecklenburg,143,Mecklenburg,37119143
3783,971,1675,7,1130,697,176,1,30,41,5,21,1621,9,2,5,22,4,12,7,0,0,0,0,0,0,932,55,0,33,63,5,42,0.256674596881,0.717816683831,0.181256436663,0.0010298661174,0.0998970133883,0.442770288131,0.96776119403,0.00537313432836,0.00119402985075,0.025671641791,0.298704731694,0.824778761062,0.0486725663717,0.0,0.126548672566,0.00185038329368,3257,240,3,68,126,14,75,0.860956912503,0.0634417129262,0.000793021411578,0.0748083531589,Mecklenburg,144,Mecklenburg,37119144
8374,3188,2821,13,2352,1351,1569,5,43,99,21,100,2645,57,3,24,49,7,36,13,0,0,0,0,0,0,1765,323,6,68,84,16,90,0.380702173394,0.423776662484,0.492158092848,0.00156838143036,0.0824968632371,0.336876044901,0.93761077632,0.0202056008508,0.00106345267636,0.0411201701524,0.280869357535,0.750425170068,0.137329931973,0.00255102040816,0.109693877551,0.00155242417005,5774,1949,14,135,232,44,226,0.68951516599,0.232744208264,0.0016718414139,0.0760687843325,Mecklenburg,145,Mecklenburg,37119145
4114,2407,621,6,1080,402,1742,5,44,105,21,88,521,46,3,12,24,2,13,3,1,0,0,0,1,1,563,309,3,58,64,7,76,0.585075352455,0.167012879103,0.723722476111,0.0020772746157,0.10718737017,0.150947982499,0.838969404187,0.0740740740741,0.0048309178744,0.0821256038647,0.262518230433,0.521296296296,0.286111111111,0.00277777777778,0.189814814815,0.00145843461351,1489,2098,11,114,193,31,178,0.361934856587,0.509965969859,0.00267379679144,0.125425376762,Mecklenburg,146,Mecklenburg,37119146
3890,2337,628,3,922,405,1772,8,16,44,11,81,498,74,1,20,28,0,7,1,2,0,0,0,0,0,468,271,6,38,62,5,72,0.600771208226,0.173299101412,0.758237056055,0.00342319212666,0.0650406504065,0.161439588689,0.792993630573,0.117834394904,0.0015923566879,0.0875796178344,0.237017994859,0.507592190889,0.293926247289,0.00650759219089,0.191973969631,0.000771208226221,1372,2119,15,74,134,16,160,0.352699228792,0.544730077121,0.00385604113111,0.0987146529563,Mecklenburg,147,Mecklenburg,37119147
7796,2153,3090,21,2532,1235,602,10,89,123,16,78,2901,27,7,48,62,10,35,17,0,1,2,0,1,0,1936,163,16,186,115,19,97,0.276167265264,0.573618207153,0.279609846725,0.00464468183929,0.142127264282,0.396357106208,0.938834951456,0.00873786407767,0.00226537216828,0.0501618122977,0.324781939456,0.764612954186,0.0643759873618,0.00631911532385,0.164691943128,0.00269368907132,6089,792,34,325,300,46,210,0.781041559774,0.101590559261,0.00436121087737,0.113006670087,Mecklenburg,148,Mecklenburg,37119148
4187,2425,730,7,1025,509,1688,8,27,83,20,90,622,47,2,12,24,6,17,5,0,1,0,1,0,0,513,312,2,42,67,8,81,0.579173632673,0.209896907216,0.696082474227,0.00329896907216,0.0907216494845,0.174349176021,0.852054794521,0.0643835616438,0.0027397260274,0.0808219178082,0.244805349893,0.500487804878,0.304390243902,0.0019512195122,0.193170731707,0.0016718414139,1649,2047,13,81,175,34,188,0.393838070217,0.488894196322,0.0031048483401,0.114162885121,Mecklenburg,149,Mecklenburg,37119149
3043,1478,830,10,725,485,894,3,8,30,11,47,779,27,1,4,5,1,13,9,1,0,0,0,0,0,505,138,2,15,26,7,32,0.485704896484,0.328146143437,0.604871447903,0.0020297699594,0.0649526387009,0.272757147552,0.938554216867,0.0325301204819,0.00120481927711,0.0277108433735,0.238251725271,0.696551724138,0.190344827586,0.00275862068966,0.110344827586,0.00328623069339,1778,1060,6,27,61,19,92,0.584291817286,0.3483404535,0.00197173841604,0.0653959907986,Mecklenburg,150,Mecklenburg,37119150
3566,1817,757,4,988,459,1228,3,13,54,12,48,672,41,1,14,17,4,8,3,1,0,0,0,0,0,592,256,2,38,54,12,34,0.509534492428,0.252614199229,0.675839295542,0.00165107319758,0.0698954320308,0.212282669658,0.887714663144,0.0541611624835,0.00132100396301,0.0568031704095,0.277061132922,0.599190283401,0.259109311741,0.00202429149798,0.13967611336,0.00112170499159,1726,1526,6,65,125,28,90,0.48401570387,0.427930454291,0.00168255748738,0.0863712843522,Mecklenburg,151,Mecklenburg,37119151
1600,679,502,0,419,349,294,3,2,13,3,15,466,10,1,4,10,1,10,0,0,0,0,0,0,0,319,45,1,13,15,5,21,0.424375,0.513991163476,0.432989690722,0.00441826215022,0.0486008836524,0.31375,0.92828685259,0.0199203187251,0.00199203187251,0.0498007968127,0.261875,0.761336515513,0.107398568019,0.00238663484487,0.128878281623,0.0,1134,349,5,19,38,9,46,0.70875,0.218125,0.003125,0.07,Mecklenburg,200,Mecklenburg,37119200
5327,2615,1398,7,1307,746,1686,8,12,67,13,83,1283,56,5,3,29,3,19,5,2,0,0,0,0,0,831,323,1,16,61,5,70,0.490895438333,0.285277246654,0.644741873805,0.00305927342256,0.0669216061185,0.262436643514,0.91773962804,0.0400572246066,0.0035765379113,0.0386266094421,0.245353857706,0.635807192043,0.247130833971,0.000765110941086,0.116296863045,0.00131406044678,2865,2067,14,31,157,21,172,0.537826168575,0.388023277642,0.00262812089356,0.0715224328891,Mecklenburg,201,Mecklenburg,37119201
6294,2008,2387,17,1882,1364,523,9,16,36,12,48,2296,26,2,13,25,2,23,15,1,0,0,1,0,0,1640,93,3,26,40,7,73,0.319034000636,0.679282868526,0.260458167331,0.00448207171315,0.0557768924303,0.379250079441,0.961876832845,0.010892333473,0.000837871805614,0.0263929618768,0.299014934859,0.871413390011,0.0494155154091,0.00159404888417,0.0775770456961,0.00270098506514,5315,643,14,55,102,21,144,0.844455036543,0.102160788052,0.00222434064188,0.0511598347633,Mecklenburg,202,Mecklenburg,37119202
4648,2653,895,8,1092,523,1899,5,16,85,21,104,783,62,1,6,23,4,16,5,2,0,0,0,1,0,607,323,1,13,63,11,74,0.57078313253,0.197135318507,0.715793441387,0.00188465887674,0.0851865812288,0.192555938038,0.874860335196,0.0692737430168,0.00111731843575,0.054748603352,0.234939759036,0.555860805861,0.295787545788,0.000915750915751,0.147435897436,0.00172117039587,1918,2286,7,35,171,37,194,0.41265060241,0.49182444062,0.00150602409639,0.0940189328744,Mecklenburg,203,Mecklenburg,37119203
3933,2356,631,8,938,346,1753,9,36,91,23,98,518,60,2,9,29,2,11,5,1,0,0,2,0,0,418,334,1,36,77,10,62,0.599033816425,0.146859083192,0.744057724958,0.00382003395586,0.105263157895,0.160437325197,0.820919175911,0.095087163233,0.00316957210777,0.080824088748,0.238494787694,0.445628997868,0.356076759062,0.00106609808102,0.197228144989,0.00203407068396,1287,2148,12,81,199,35,171,0.327231121281,0.546147978642,0.00305110602593,0.12356979405,Mecklenburg,204.1,Mecklenburg,37119204.1
2819,1358,802,3,656,457,734,6,21,63,9,68,738,25,1,7,15,2,14,1,1,0,0,1,0,0,398,138,1,27,48,4,40,0.481731110323,0.336524300442,0.540500736377,0.00441826215022,0.118556701031,0.284498048954,0.920199501247,0.0311720698254,0.00124688279302,0.0473815461347,0.232706633558,0.606707317073,0.210365853659,0.0015243902439,0.181402439024,0.00106420716566,1594,898,8,55,127,15,122,0.565448740688,0.318552678255,0.0028378857751,0.113160695282,Mecklenburg,205,Mecklenburg,37119205
4565,1859,1344,9,1353,1363,381,1,15,24,18,57,1290,13,2,6,13,3,17,8,1,0,0,0,0,0,1196,55,2,16,22,10,52,0.407228915663,0.733189887036,0.204948897257,0.000537923614847,0.0613232920925,0.294414019715,0.959821428571,0.00967261904762,0.0014880952381,0.0290178571429,0.296385542169,0.883961566888,0.0406504065041,0.00147819660015,0.0739098300074,0.00197152245345,3857,450,5,37,59,31,126,0.844906900329,0.0985761226725,0.00109529025192,0.055421686747,Mecklenburg,206,Mecklenburg,37119206
4795,1279,2088,9,1419,919,276,2,12,36,4,30,2030,14,4,8,15,3,14,9,0,0,0,0,0,0,1256,76,3,12,26,2,44,0.266736183525,0.718530101642,0.215793588741,0.00156372165754,0.0641125879593,0.435453597497,0.972222222222,0.00670498084291,0.00191570881226,0.0191570881226,0.295933263816,0.885130373502,0.0535588442565,0.00211416490486,0.0591966173362,0.00187695516163,4214,366,9,32,77,9,88,0.878832116788,0.0763295099062,0.00187695516163,0.0429614181439,Mecklenburg,207,Mecklenburg,37119207
