GEOID10,g2012_USH_dv,g2012_USH_rv,g2012_USH_tv,STATEFP10,COUNTYFP10,VTDST10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND,AWATER,INTPTLAT10,INTPTLON10,VTD,ID,population,aframcon,hispcon,mincon,percentDem,percentRep,percentOther,DemPercentWhite,DemPercentBlack,DemPercentAsian,DemPercentOther,RepPercentWhite,RepPercentBlack,RepPercentAsian,RepPercentOther,repPop,demPop,hispPop,aframPop,numAdjacent,totalBorder
37099CFK,192,164,356,37,99,CFK,P,CFK,Voting District CFK,V1,G5240,S,131951796.0,0.0,35.3263412,-83.0538865,37099CFKCFK,864,738,0.00271002710027,0.0135501355014,0.0162601626017,0.469724770642,0.223853211009,0.306422018349,0.96484375,0.0,0.00390625,0.03125,1.0,0.0,0.0,0.0,165.203669725,346.656880734,10.0,2.0,6,145901.00842
37099RIV,237,240,477,37,99,RIV,P,RIV,Voting District RIV,V1,G5240,S,57007090.0,733363.0,35.2585542,-83.1169865,37099RIVRIV,865,1359,0.00956585724798,0.185430463576,0.194996320824,0.522207267833,0.197846567968,0.279946164199,0.987113402062,0.0,0.0,0.0128865979381,0.979591836735,0.0,0.0,0.0204081632653,268.873485868,709.679676985,252.0,13.0,4,116073.257856
37099ALLSC,563,439,1002,37,99,ALLSC,P,ALLSC,Voting District ALLSC,V1,G5240,S,100523083.0,0.0,35.4099135,-83.1093129,37099ALLSCALLSC,866,2094,0.00764087870105,0.0238777459408,0.0315186246418,0.524968789014,0.220349563046,0.25468164794,0.9548156956,0.00832342449465,0.00237812128419,0.0344827586207,0.977337110482,0.0028328611898,0.0,0.0198300283286,461.411985019,1099.28464419,50.0,16.0,7,128558.273139
37099BCK,352,423,775,37,99,BCK,P,BCK,Voting District BCK,V1,G5240,S,60599895.0,5664.0,35.4161011,-83.2620312,37099BCKBCK,867,1839,0.00543773790103,0.0179445350734,0.0233822729744,0.388667198723,0.316041500399,0.295291300878,0.950718685832,0.0041067761807,0.00205338809035,0.0431211498973,0.967171717172,0.0,0.00505050505051,0.0277777777778,581.200319234,714.758978452,33.0,9.99999999999,5,123385.260924
37099HAMMNT,340,693,1033,37,99,HAMMNT,P,HAMMNT,Voting District HAMMNT,V1,G5240,S,166343615.0,5894811.0,35.1844505,-83.1468442,37099HAMMNTHAMMNT,868,2230,0.00134529147982,0.0946188340807,0.0959641255605,0.324,0.368666666667,0.307333333333,0.971193415638,0.00411522633745,0.0,0.0246913580247,0.987341772152,0.0,0.0,0.0126582278481,822.126666667,722.52,211.0,3.0,8,197624.88191
37099CAS,391,841,1232,37,99,CAS,P,CAS,Voting District CAS,V1,G5240,S,155972686.0,892954.0,35.049341,-83.0933982,37099CASCAS,869,1974,0.00658561296859,0.0881458966565,0.0947315096251,0.30738322451,0.395781014566,0.296835760924,0.975490196078,0.0016339869281,0.00326797385621,0.0196078431373,0.977157360406,0.0,0.00126903553299,0.0215736040609,781.271722752,606.774485183,174.0,13.0,4,176994.096356
37099QUA,982,761,1743,37,99,QUA,P,QUA,Voting District QUA,V1,G5240,S,154088005.0,6622.0,35.4582791,-83.2552536,37099QUAQUA,870,6161,0.01152410323,0.0516149975653,0.0631391007953,0.402665121669,0.273174971031,0.3241599073,0.570503597122,0.00935251798561,0.0503597122302,0.369784172662,0.650053022269,0.00318133616119,0.0360551431601,0.310710498409,1683.03099652,2480.8198146,318.0,71.0,5,176791.18103
37081CG3A,547,810,1357,37,81,CG3A,P,CG3A,Voting District CG3A,V1,G5240,S,2143011.0,372625.0,36.1477196,-79.813716,37081CG3ACG3A,871,2216,0.136281588448,0.0297833935018,0.16606498195,0.376811594203,0.371237458194,0.251950947603,0.684911242604,0.276627218935,0.00887573964497,0.0295857988166,0.957957957958,0.012012012012,0.012012012012,0.018018018018,822.662207358,835.014492754,66.0,302.000000001,5,25321.0784224
37081G27,944,1385,2329,37,81,G27,P,G27,Voting District G27,V1,G5240,S,2903061.0,27734.0,36.1457679,-79.8251131,37081G27G27,872,3953,0.157601821401,0.0321274981027,0.189729319504,0.392735175411,0.359515678361,0.247749146228,0.654545454545,0.301976284585,0.00395256916996,0.0395256916996,0.970639032815,0.00863557858377,0.00518134715026,0.0155440414508,1421.16547656,1552.4821484,127.0,622.999999998,5,19727.7155659
37081JEF1,682,1156,1838,37,81,JEF1,P,JEF1,Voting District JEF1,V1,G5240,S,45704928.0,676599.0,36.1135101,-79.6656557,37081JEF1JEF1,873,3635,0.202751031637,0.100962861073,0.30371389271,0.407407407407,0.384707287933,0.207885304659,0.547409579668,0.41935483871,0.0019550342131,0.0312805474096,0.975155279503,0.0134575569358,0.00310559006211,0.00828157349896,1398.41099164,1480.92592593,367.0,737.0,6,95338.4432443
37081MON1,933,700,1633,37,81,MON1,P,MON1,Voting District MON1,V1,G5240,S,14335133.0,86442.0,36.1332272,-79.7220057,37081MON1MON1,874,3983,0.358523725835,0.224704996234,0.583228722069,0.525449871465,0.272493573265,0.20205655527,0.404109589041,0.561643835616,0.00195694716243,0.03228962818,0.949056603774,0.022641509434,0.00377358490566,0.0245283018868,1085.34190231,2092.86683805,895.0,1428.0,8,44444.4086278
37081G63,652,582,1234,37,81,G63,P,G63,Voting District G63,V1,G5240,S,1644535.0,6172.0,36.0645005,-79.8918038,37081G63G63,875,2221,0.282305267897,0.0508779828906,0.333183250788,0.480432543769,0.29763130793,0.221936148301,0.528403001072,0.421221864952,0.005359056806,0.0450160771704,0.956747404844,0.0207612456747,0.00692041522491,0.0155709342561,661.039134912,1067.04067971,113.0,626.999999999,3,17520.1789471
37081G45,1786,375,2161,37,81,G45,P,G45,Voting District G45,V1,G5240,S,1171253.0,10369.0,36.0677489,-79.8119557,37081G45G45,876,3825,0.281307189542,0.0460130718954,0.327320261437,0.495274102079,0.148528220362,0.356197677559,0.35387131952,0.552889858233,0.015812431843,0.0774263904035,0.909090909091,0.0363636363636,0.0127272727273,0.0418181818182,568.120442884,1894.42344045,176.0,1076.0,7,11437.8688744
37081G44,1133,331,1464,37,81,G44,P,G44,Voting District G44,V1,G5240,S,1557064.0,0.0,36.0701019,-79.7971955,37081G44G44,877,3008,0.27227393617,0.0382313829787,0.310505319149,0.509202453988,0.134151329243,0.356646216769,0.672289156627,0.267469879518,0.00883534136546,0.05140562249,0.917682926829,0.0487804878049,0.00914634146341,0.0243902439024,403.527198364,1531.6809816,115.0,818.999999999,7,17802.1669335
37081G70,1926,14,1940,37,81,G70,P,G70,Voting District G70,V1,G5240,S,1457715.0,0.0,36.0646795,-79.7721998,37081G70G70,878,3271,0.955059614797,0.0418832161419,0.996942830939,0.849699398798,0.0188376753507,0.131462925852,0.00943396226415,0.955188679245,0.0,0.0353773584906,0.0851063829787,0.893617021277,0.0212765957447,0.0,61.6180360721,2779.36673347,137.0,3124.0,6,10148.3383601
37081G69,1702,104,1806,37,81,G69,P,G69,Voting District G69,V1,G5240,S,1904920.0,0.0,36.0622573,-79.7848668,37081G69G69,879,3005,0.776705490849,0.0465890183028,0.823294509152,0.811063829787,0.0451063829787,0.143829787234,0.053864987758,0.909758656873,0.00209863588667,0.0342777194823,0.415094339623,0.528301886792,0.0062893081761,0.0503144654088,135.544680851,2437.24680851,140.0,2334.0,5,12196.6983789
37081PG1,351,888,1239,37,81,PG1,P,PG1,Voting District PG1,V1,G5240,S,17981505.0,233627.0,35.9744944,-79.7574582,37081PG1PG1,880,2297,0.164562472791,0.0744449281672,0.239007400958,0.366173120729,0.432232346241,0.20159453303,0.598755832037,0.374805598756,0.0,0.0264385692068,0.973649538867,0.0184453227931,0.00395256916996,0.00395256916996,992.837699317,841.099658314,171.0,378.000000001,5,62969.9380777
37081G28,512,458,970,37,81,G28,P,G28,Voting District G28,V1,G5240,S,1289239.0,667.0,36.1425231,-79.8391153,37081G28G28,881,1792,0.217075892857,0.0518973214286,0.268973214286,0.459558823529,0.297058823529,0.243382352941,0.6768,0.2752,0.0064,0.0416,0.982673267327,0.00990099009901,0.00247524752475,0.0049504950495,532.329411765,823.529411765,93.0000000001,389.0,5,11578.7333286
37081G26,1509,557,2066,37,81,G26,P,G26,Voting District G26,V1,G5240,S,4515388.0,64016.0,36.1391775,-79.7936705,37081G26G26,882,4007,0.497878712254,0.0559021712004,0.553780883454,0.597137014315,0.19591002045,0.206952965235,0.267808219178,0.691095890411,0.00821917808219,0.0328767123288,0.874739039666,0.0772442588727,0.0187891440501,0.0292275574113,785.011451943,2392.72801636,224.0,1995.0,8,36747.6144274
37081NDRI,254,1320,1574,37,81,NDRI,P,NDRI,Voting District NDRI,V1,G5240,S,35751036.0,141989.0,36.110852,-79.9960161,37081NDRINDRI,883,2914,0.0277968428277,0.035003431709,0.0628002745367,0.238725490196,0.538235294118,0.223039215686,0.911704312115,0.0554414784394,0.0,0.0328542094456,0.983606557377,0.00364298724954,0.0,0.0127504553734,1568.41764706,695.646078431,102.0,80.9999999999,8,69434.634845
37081G10,1683,343,2026,37,81,G10,P,G10,Voting District G10,V1,G5240,S,4722218.0,20642.0,36.1339477,-79.7532202,37081G10G10,884,5105,0.612340842311,0.123016650343,0.735357492654,0.697148817803,0.134561891516,0.168289290682,0.17506234414,0.795511221945,0.00399002493766,0.0254364089776,0.839793281654,0.0904392764858,0.0284237726098,0.0413436692506,686.938456189,3558.94471488,628.000000001,3126.0,4,28967.5049513
37081FR5,898,1626,2524,37,81,FR5,P,FR5,Voting District FR5,V1,G5240,S,12311217.0,132062.0,36.1288244,-79.9414033,37081FR5FR5,885,4797,0.114654992704,0.0589952053367,0.173650198041,0.291747707697,0.421505973882,0.286746318422,0.686666666667,0.259047619048,0.00952380952381,0.0447619047619,0.970336189848,0.00988793671721,0.00593276203032,0.0138431114041,2021.96415671,1399.51375382,283.0,550.000000001,4,42736.3374842
37081G09,1647,278,1925,37,81,G09,P,G09,Voting District G09,V1,G5240,S,3695232.0,19218.0,36.1324935,-79.7730354,37081G09G09,886,4397,0.642256083693,0.101205367296,0.743461450989,0.673569277108,0.131024096386,0.195406626506,0.162101732812,0.800447177194,0.00167691447736,0.035774175517,0.870689655172,0.103448275862,0.00574712643678,0.0201149425287,576.112951807,2961.68411145,445.000000001,2824.0,5,24032.9032831
37081G48,1515,643,2158,37,81,G48,P,G48,Voting District G48,V1,G5240,S,2505933.0,0.0,36.0646505,-79.8355373,37081G48G48,887,4396,0.181756141947,0.052092811647,0.233848953594,0.517116524029,0.179394338381,0.303489137591,0.657542966264,0.294080203692,0.00827498408657,0.040101845958,0.950458715596,0.0220183486239,0.00917431192661,0.0183486238532,788.617511521,2273.24423963,229.0,798.999999999,7,26004.1821969
37081HP,2814,2023,4837,37,81,HP,P,HP,Voting District HP,V1,G5240,S,20220035.0,552783.0,36.0322754,-79.9518816,37081HPHP,888,9926,0.289744106387,0.0564174894217,0.346161595809,0.423292935265,0.317321903636,0.2593851611,0.387918994413,0.537011173184,0.0185055865922,0.0565642458101,0.938053097345,0.018630647415,0.0176991150442,0.0256171401956,3149.73721549,4201.60567544,560.0,2876.0,9,64802.1512564
37081G46,1852,41,1893,37,81,G46,P,G46,Voting District G46,V1,G5240,S,2804294.0,0.0,36.0549679,-79.7982857,37081G46G46,889,5423,0.898211322146,0.0376175548589,0.935828877005,0.817314246762,0.0473755964554,0.135310156783,0.0296080066722,0.94787322769,0.000417014178482,0.0221017514595,0.395683453237,0.553956834532,0.0215827338129,0.0287769784173,256.917859577,4432.29516019,204.0,4871.0,6,21790.3184113
37081G47,1140,247,1387,37,81,G47,P,G47,Voting District G47,V1,G5240,S,2599683.0,0.0,36.0550503,-79.8127023,37081G47G47,890,3578,0.459474566797,0.11626607043,0.575740637227,0.602002503129,0.133917396746,0.264080100125,0.373527373527,0.585585585586,0.00693000693001,0.033957033957,0.847352024922,0.109034267913,0.01246105919,0.0311526479751,479.156445557,2153.9649562,415.999999999,1644.0,6,15229.3911151
37081SUM3,175,719,894,37,81,SUM3,P,SUM3,Voting District SUM3,V1,G5240,S,17218282.0,0.0,35.9734356,-79.841848,37081SUM3SUM3,891,1722,0.0540069686411,0.113240418118,0.167247386759,0.322046651618,0.457486832205,0.220466516178,0.829439252336,0.147196261682,0.00233644859813,0.0210280373832,0.990131578947,0.00164473684211,0.0,0.00822368421053,787.792325056,554.564334086,194.999999999,93.0,4,55655.2523984
37081H16,323,592,915,37,81,H16,P,H16,Voting District H16,V1,G5240,S,2450805.0,0.0,35.9779748,-80.0236483,37081H16H16,892,1968,0.17987804878,0.0894308943089,0.269308943089,0.37600536193,0.403485254692,0.220509383378,0.70944741533,0.247771836007,0.0106951871658,0.0320855614973,0.985049833887,0.00498338870432,0.00166112956811,0.00830564784053,794.058981233,739.978552279,176.0,353.999999999,7,18791.4642694
37081FR3,469,740,1209,37,81,FR3,P,FR3,Voting District FR3,V1,G5240,S,3666490.0,14126.0,36.1327686,-79.900732,37081FR3FR3,893,2137,0.1483387927,0.042583060365,0.190921853065,0.327164179104,0.420895522388,0.251940298507,0.605839416058,0.326642335766,0.00912408759124,0.0583941605839,0.94609929078,0.0184397163121,0.00851063829787,0.0269503546099,899.453731343,699.149850746,91.0,317.0,6,26077.7068683
37081G40A2,416,512,928,37,81,G40A2,P,G40A2,Voting District G40A2,V1,G5240,S,2264720.0,15641.0,36.1334202,-79.8819156,37081G40A2G40A2,894,1676,0.171837708831,0.0322195704057,0.204057279237,0.425448868072,0.353629976581,0.220921155347,0.680733944954,0.284403669725,0.00550458715596,0.0293577981651,0.966887417219,0.0132450331126,0.00220750551876,0.0176600441501,592.683840749,713.052302888,54.0,288.000000001,5,22988.3818402
37081FR4,355,767,1122,37,81,FR4,P,FR4,Voting District FR4,V1,G5240,S,13325844.0,60103.0,36.10315,-79.9313851,37081FR4FR4,895,1785,0.0840336134454,0.0554621848739,0.139495798319,0.314751869477,0.464309993202,0.220938137322,0.768898488121,0.185745140389,0.00863930885529,0.036717062635,0.961932650073,0.0117130307467,0.00585651537335,0.0204978038067,828.793337865,561.832087016,98.9999999999,150.0,8,63328.0398333
37081G25,689,706,1395,37,81,G25,P,G25,Voting District G25,V1,G5240,S,1772893.0,16380.0,36.1346703,-79.8286391,37081G25G25,896,2397,0.246975385899,0.0354609929078,0.282436378807,0.459788359788,0.3,0.240211640212,0.582278481013,0.383199079402,0.00575373993096,0.0287686996548,0.964726631393,0.0246913580247,0.00176366843034,0.00881834215168,719.1,1102.11269841,85.0,592.0,6,14843.5298525
37081G74,1740,16,1756,37,81,G74,P,G74,Voting District G74,V1,G5240,S,2730450.0,13087.0,36.0542807,-79.760671,37081G74G74,897,2602,0.956956187548,0.0307455803228,0.987701767871,0.900489396411,0.0167210440457,0.0827895595432,0.00724637681159,0.975543478261,0.000452898550725,0.0167572463768,0.0487804878049,0.90243902439,0.0,0.0487804878049,43.5081566069,2343.07340946,79.9999999999,2490.0,6,17637.062941
37081G51,882,373,1255,37,81,G51,P,G51,Voting District G51,V1,G5240,S,3193858.0,0.0,36.0482706,-79.8266108,37081G51G51,898,3219,0.388319353837,0.130785958372,0.519105312209,0.606199186992,0.202743902439,0.191056910569,0.384744341995,0.544844928751,0.0201173512154,0.0502933780386,0.859649122807,0.0350877192982,0.0501253132832,0.0551378446115,652.632621951,1951.35518293,420.999999999,1250.0,7,19623.2925933
37081H10,1404,115,1519,37,81,H10,P,H10,Voting District H10,V1,G5240,S,4838006.0,35133.0,35.9757005,-79.965047,37081H10H10,899,3150,0.765079365079,0.0657142857143,0.830793650793,0.771479982006,0.080971659919,0.147548358075,0.0793002915452,0.902040816327,0.00408163265306,0.0145772594752,0.672222222222,0.261111111111,0.0388888888889,0.0277777777778,255.060728745,2430.16194332,207.0,2410.0,8,30363.3519636
37081H06,1088,866,1954,37,81,H06,P,H06,Voting District H06,V1,G5240,S,6213232.0,0.0,35.9729673,-79.9387511,37081H06H06,900,4397,0.319763475097,0.0907436888788,0.410507163976,0.450545317789,0.296728093268,0.252726588943,0.39816360601,0.517529215359,0.025041736227,0.059265442404,0.946768060837,0.02154626109,0.00887198986058,0.0228136882129,1304.7134261,1981.04776232,399.0,1406.0,5,31382.6184213
37081H11,1123,163,1286,37,81,H11,P,H11,Voting District H11,V1,G5240,S,2262022.0,0.0,35.9743061,-79.9906564,37081H11H11,901,4115,0.472660996355,0.0459295261239,0.518590522479,0.730453563715,0.105831533477,0.163714902808,0.134831460674,0.836782968658,0.00413956238912,0.0242460082791,0.791836734694,0.179591836735,0.0,0.0285714285714,435.496760259,3005.81641469,189.0,1945.0,6,17870.9016539
37081G29,675,548,1223,37,81,G29,P,G29,Voting District G29,V1,G5240,S,3692073.0,90082.0,36.1290904,-79.8416502,37081G29G29,902,2554,0.218480814409,0.0462020360219,0.264682850431,0.437086092715,0.274361400189,0.288552507096,0.62012987013,0.318181818182,0.0119047619048,0.0497835497835,0.962068965517,0.0206896551724,0.00172413793103,0.0155172413793,700.719016083,1116.31788079,118.0,558.000000001,9,23232.4175362
37081G40B,437,709,1146,37,81,G40B,P,G40B,Voting District G40B,V1,G5240,S,2188079.0,15200.0,36.1294095,-79.8620629,37081G40BG40B,903,1967,0.120488052872,0.0294865277072,0.149974580579,0.340238543628,0.404268675455,0.255492780917,0.662361623616,0.280442804428,0.0147601476015,0.0424354243542,0.967391304348,0.00465838509317,0.00310559006211,0.0248447204969,795.19648462,669.249215317,58.0000000001,236.999999999,6,20276.7315505
37081G21,1140,1355,2495,37,81,G21,P,G21,Voting District G21,V1,G5240,S,4497641.0,324228.0,36.1192018,-79.7944045,37081G21G21,904,5310,0.298305084746,0.0762711864407,0.374576271187,0.447533387844,0.343962932679,0.208503679477,0.501827040195,0.462850182704,0.00243605359318,0.0328867235079,0.965134706815,0.0166402535658,0.00396196513471,0.0142630744849,1826.44317253,2376.40228945,405.0,1584.0,6,27961.9921012
37081G40A1,492,718,1210,37,81,G40A1,P,G40A1,Voting District G40A1,V1,G5240,S,3420498.0,118123.0,36.1154898,-79.8756274,37081G40A1G40A1,905,2138,0.0818521983162,0.0233863423761,0.105238540692,0.350815850816,0.386946386946,0.262237762238,0.787375415282,0.162790697674,0.0166112956811,0.0332225913621,0.971385542169,0.00451807228916,0.00301204819277,0.0210843373494,827.291375291,750.044289044,50.0000000001,175.0,6,29764.7408867
37081RC1,1028,1183,2211,37,81,RC1,P,RC1,Voting District RC1,V1,G5240,S,30997753.0,493777.0,36.0991437,-79.6098056,37081RC1RC1,906,3880,0.282989690722,0.0262886597938,0.309278350516,0.437114896702,0.339615802827,0.223269300471,0.392205638474,0.563018242123,0.00580431177446,0.0389718076285,0.974386339381,0.0117395944504,0.00106723585912,0.0128068303095,1317.70931497,1696.0057992,102.0,1098.0,5,100942.126875
37081G50,1679,335,2014,37,81,G50,P,G50,Voting District G50,V1,G5240,S,6472488.0,9144.0,36.0532597,-79.8581424,37081G50G50,907,5518,0.45324392896,0.255164914824,0.708408843784,0.627983841351,0.14616232097,0.225853837679,0.258479532164,0.67485380117,0.00877192982456,0.0578947368421,0.849246231156,0.0577889447236,0.0226130653266,0.070351758794,806.52368711,3465.21483658,1408.0,2501.0,10,49321.723204
37081FR2,655,1095,1750,37,81,FR2,P,FR2,Voting District FR2,V1,G5240,S,4891714.0,0.0,36.0421901,-79.9262334,37081FR2FR2,908,3258,0.125230202578,0.0319214241866,0.157151626765,0.306406685237,0.42021488261,0.273378432153,0.631168831169,0.28961038961,0.0350649350649,0.0441558441558,0.963068181818,0.00662878787879,0.0104166666667,0.0198863636364,1369.06008754,998.272980501,104.0,407.999999999,4,27603.1508743
37081JEF4,496,824,1320,37,81,JEF4,P,JEF4,Voting District JEF4,V1,G5240,S,32097747.0,227642.0,36.039316,-79.6558574,37081JEF4JEF4,909,2397,0.22695035461,0.0404672507301,0.26741760534,0.398847262248,0.365417867435,0.235734870317,0.580924855491,0.362716763006,0.014450867052,0.0419075144509,0.970031545741,0.0141955835962,0.00473186119874,0.0110410094637,875.906628242,956.036887608,97.0,544.0,8,82247.7147479
37081H05,1278,172,1450,37,81,H05,P,H05,Voting District H05,V1,G5240,S,5437337.0,25908.0,35.9607872,-79.9625756,37081H05H05,910,3973,0.622703246917,0.0928769192046,0.715580166122,0.678038379531,0.130490405117,0.191471215352,0.12893081761,0.823899371069,0.0182389937107,0.0289308176101,0.751633986928,0.147058823529,0.0490196078431,0.0522875816993,518.438379531,2693.84648188,369.0,2474.0,5,26259.5765318
37081H12,673,269,942,37,81,H12,P,H12,Voting District H12,V1,G5240,S,1868669.0,0.0,35.9685957,-80.0073884,37081H12H12,911,2527,0.417095370004,0.1108033241,0.527898694104,0.547662416515,0.230722525804,0.221615057681,0.378048780488,0.586474501109,0.00886917960089,0.0266075388027,0.923684210526,0.0473684210526,0.00263157894737,0.0263157894737,583.035822708,1383.94292653,280.000000001,1054.0,8,13074.5939224
37081H14,209,927,1136,37,81,H14,P,H14,Voting District H14,V1,G5240,S,2289536.0,0.0,35.9661172,-80.0383896,37081H14H14,912,1609,0.0397762585457,0.0186451211933,0.058421379739,0.298718813216,0.529332434255,0.171948752529,0.909706546275,0.0632054176072,0.00902934537246,0.0180586907449,0.984713375796,0.00127388535032,0.00636942675159,0.00764331210191,851.695886716,480.638570465,30.0,64.0,5,14057.1059162
37081JAM5,197,806,1003,37,81,JAM5,P,JAM5,Voting District JAM5,V1,G5240,S,36453194.0,877347.0,35.9367794,-79.9234605,37081JAM5JAM5,913,2323,0.0370210934137,0.0671545415411,0.104175634955,0.285802851829,0.479231246125,0.234965902046,0.845986984816,0.0889370932755,0.0216919739696,0.0433839479393,0.976714100906,0.0012936610608,0.0116429495472,0.0103492884864,1113.25418475,663.920024799,156.0,86.0,8,109014.625171
37081G30,474,862,1336,37,81,G30,P,G30,Voting District G30,V1,G5240,S,2461054.0,19815.0,36.1182477,-79.847872,37081G30G30,914,1964,0.0514256619145,0.015784114053,0.0672097759675,0.396460176991,0.390560471976,0.212979351032,0.863095238095,0.102678571429,0.00892857142857,0.0252976190476,0.983383685801,0.00151057401813,0.00453172205438,0.0105740181269,767.060766962,778.647787611,31.0000000001,101.0,4,21673.7643319
37081G24,533,336,869,37,81,G24,P,G24,Voting District G24,V1,G5240,S,1336093.0,5534.0,36.1219416,-79.823172,37081G24G24,915,1827,0.296113847838,0.0301039956212,0.326217843459,0.532467532468,0.242207792208,0.225324675325,0.548780487805,0.415853658537,0.00487804878049,0.030487804878,0.938337801609,0.0241286863271,0.0134048257373,0.0241286863271,442.513636364,972.818181818,54.9999999999,541.0,5,14051.2518859
37081GIB,733,915,1648,37,81,GIB,P,GIB,Voting District GIB,V1,G5240,S,13478213.0,84841.0,36.1055489,-79.5527067,37081GIBGIB,916,3267,0.196510560147,0.0719314355678,0.268441995715,0.433971068595,0.324311712552,0.241717218852,0.57311827957,0.396774193548,0.0010752688172,0.0290322580645,0.962589928058,0.0244604316547,0.00143884892086,0.0115107913669,1059.52636491,1417.7834811,235.0,642.0,5,34086.4336218
37081G22,450,966,1416,37,81,G22,P,G22,Voting District G22,V1,G5240,S,1971828.0,3217.0,36.1164655,-79.8103539,37081G22G22,917,2019,0.0812283308569,0.0208023774146,0.102030708272,0.36427795874,0.450054288817,0.185667752443,0.78390461997,0.189269746647,0.00447093889717,0.0223546944858,0.984318455971,0.00723763570567,0.00241254523522,0.00603136308806,908.659609121,735.477198697,42.0000000001,164.0,5,17015.6243437
37081G73,1229,12,1241,37,81,G73,P,G73,Voting District G73,V1,G5240,S,2701067.0,0.0,36.0499193,-79.778703,37081G73G73,918,2108,0.939278937381,0.0322580645161,0.971537001897,0.881738173817,0.0214521452145,0.0968096809681,0.00873362445415,0.963194011229,0.00249532127261,0.0255770430443,0.102564102564,0.846153846154,0.0,0.0512820512821,45.2211221122,1858.70407041,67.9999999999,1980.0,6,17926.6419851
37081JEF3,2293,400,2693,37,81,JEF3,P,JEF3,Voting District JEF3,V1,G5240,S,15532920.0,228006.0,36.0358314,-79.7240443,37081JEF3JEF3,919,4433,0.657117076472,0.050755695917,0.707872772389,0.695212607791,0.1409455843,0.16384180791,0.166381522669,0.810094097519,0.00213857998289,0.0213857998289,0.894514767932,0.07805907173,0.00632911392405,0.0210970464135,624.811775201,3081.87749034,225.0,2913.0,5,60287.9701016
37081G62,582,432,1014,37,81,G62,P,G62,Voting District G62,V1,G5240,S,2470835.0,19402.0,36.0462632,-79.8839041,37081G62G62,920,2199,0.25193269668,0.132332878581,0.384265575261,0.466113416321,0.294605809129,0.23928077455,0.525222551929,0.394658753709,0.0207715133531,0.0593471810089,0.93661971831,0.018779342723,0.0140845070423,0.0305164319249,647.838174274,1024.98340249,291.0,553.999999999,5,17753.4162712
37081FR1,1409,1036,2445,37,81,FR1,P,FR1,Voting District FR1,V1,G5240,S,6391935.0,149170.0,36.0407555,-79.9035803,37081FR1FR1,921,5006,0.334198961247,0.067718737515,0.401917698762,0.4578601315,0.288404064555,0.253735803945,0.3727154047,0.543733681462,0.0176240208877,0.0659268929504,0.941968911917,0.0227979274611,0.0124352331606,0.0227979274611,1443.75074716,2292.04781829,339.0,1673.0,6,27945.6668629
37081H09,1270,35,1305,37,81,H09,P,H09,Voting District H09,V1,G5240,S,2279390.0,0.0,35.9640102,-79.9900193,37081H09H09,922,3846,0.836973478939,0.0746229849194,0.911596463858,0.812928082192,0.0500856164384,0.13698630137,0.0236966824645,0.947340705635,0.00315955766193,0.0258030542391,0.299145299145,0.666666666667,0.0,0.034188034188,192.629280822,3126.52140411,287.0,3219.0,5,23699.5464146
37081H13,430,927,1357,37,81,H13,P,H13,Voting District H13,V1,G5240,S,3090282.0,10009.0,35.9621378,-80.0222069,37081H13H13,923,2503,0.127447063524,0.0431482221334,0.170595285657,0.386245878474,0.405558172398,0.208195949129,0.726829268293,0.243902439024,0.00609756097561,0.0231707317073,0.976771196283,0.00929152148664,0.00116144018583,0.0127758420441,1015.11210551,966.77343382,108.0,319.000000001,6,21022.2676298
37081PG2,410,1640,2050,37,81,PG2,P,PG2,Voting District PG2,V1,G5240,S,44747203.0,332520.0,35.9409969,-79.7548197,37081PG2PG2,924,3439,0.0744402442571,0.0223902297179,0.096830473975,0.311859443631,0.487920937042,0.200219619327,0.741784037559,0.244131455399,0.00234741784038,0.0117370892019,0.988747186797,0.00450112528132,0.000750187546887,0.00600150037509,1677.96010249,1072.48462665,76.9999999999,256.0,9,69675.2722979
37081G41,1008,1409,2417,37,81,G41,P,G41,Voting District G41,V1,G5240,S,4777759.0,52640.0,36.1094229,-79.8974749,37081G41G41,925,4554,0.179183135705,0.0711462450593,0.250329380764,0.410760034159,0.344719612866,0.244520352975,0.628551628552,0.313929313929,0.00970200970201,0.047817047817,0.965317919075,0.0074318744839,0.00990916597853,0.0173410404624,1569.85311699,1870.60119556,324.0,816.000000001,5,31072.4203535
37081G06,1195,28,1223,37,81,G06,P,G06,Voting District G06,V1,G5240,S,7040957.0,115003.0,36.1040737,-79.7238444,37081G06G06,926,2062,0.864694471387,0.0688651794374,0.933559650824,0.865588052271,0.0317361543248,0.102675793404,0.0251617541337,0.956865564342,0.000718907260963,0.0172537742631,0.254901960784,0.705882352941,0.0392156862745,0.0,65.4399502178,1784.84256378,142.0,1783.0,6,32434.6510599
37081G23,521,509,1030,37,81,G23,P,G23,Voting District G23,V1,G5240,S,1397062.0,0.0,36.1139895,-79.8242419,37081G23G23,927,2077,0.253731343284,0.0563312469909,0.310062590275,0.495575221239,0.261946902655,0.242477876106,0.638095238095,0.327380952381,0.0107142857143,0.0238095238095,0.948198198198,0.036036036036,0.00225225225225,0.0135135135135,544.063716814,1029.30973451,117.0,527.000000001,5,16940.0565643
